DATE,DAY_OF_THE_WEEK,MONTH,SEASON,ACTIVITY_steps,ACTIVITY_distance,ACTIVITY_soft,ACTIVITY_moderate,ACTIVITY_intense,ACTIVITY_hr_average,ACTIVITY_hr_min,ACTIVITY_hr_max,SLEEP_totalsleeptime,SLEEP_durationtosleep,SLEEP_hr_average,SLEEP_hr_min,SLEEP_hr_max,SLEEP_wakeupcount,SLEEP_wakeupduration
01.08.21,6,7,0,1123,941,6180,0,840,71,59,100,39840,120,66,57,89,3,3120
02.08.21,0,7,0,5622,4683,10862,1799,0,67,53,131,12780,120,57,55,61,1,1140
03.08.21,1,7,0,6189,5046,13500,1920,1620,67,52,87,23640,120,59,52,71,4,3420
04.08.21,2,7,0,4968,3986,9721,840,0,72,50,145,18480,120,64,53,87,1,960
05.08.21,3,7,0,7553,6160,15059,1561,60,71,47,171,17280,120,60,56,66,5,2940
06.08.21,4,7,0,9865,8173,15540,3120,660,75,56,160,20700,120,68,58,105,2,2160
07.08.21,5,7,0,5272,4330,9899,1921,60,76,48,131,14700,120,68,63,76,2,1620
08.08.21,6,7,0,11052,8628,16981,2399,840,81,60,170,19200,180,65,58,75,1,1860
09.08.21,0,7,0,4371,3413,9180,540,0,73,47,93,29100,120,61,50,71,2,2460
10.08.21,1,7,0,5166,4051,9959,900,0,74,45,115,22260,1980,64,58,73,3,3540
11.08.21,2,7,0,12143,9987,11041,5760,0,78,45,196,23040,120,60,55,70,2,1320
12.08.21,3,7,0,12707,10218,10680,6000,0,82,54,118,27000,120,61,57,71,4,1980
13.08.21,4,7,0,9626,7706,16321,2040,1080,75,48,135,30660,240,71,59,92,4,1860
14.08.21,5,7,0,4329,3412,8821,839,0,76,58,108,29700,120,70,63,80,1,360
15.08.21,6,7,0,5395,4301,8460,1620,0,75,41,171,28920,120,63,57,73,4,1200
16.08.21,0,7,0,10899,9769,8761,7200,0,81,61,178,26460,120,67,58,177,1,900
17.08.21,1,7,0,7547,6072,13980,2220,0,77,50,108,21360,120,66,61,82,2,1260
18.08.21,2,7,0,6838,5568,17221,1200,600,78,46,108,15240,120,69,58,79,1,420
19.08.21,3,7,0,3739,2942,12661,240,0,78,56,111,29880,120,66,56,100,3,1260
20.08.21,4,7,0,2430,1945,5160,660,0,72,50,107,33240,300,65,54,74,3,2760
21.08.21,5,7,0,7382,6043,16259,1261,600,80,53,121,27480,120,64,54,90,5,3300
22.08.21,6,7,0,4213,3485,11640,1200,0,77,41,165,15900,120,66,59,78,3,1920
23.08.21,0,7,0,8166,6970,10502,3360,0,78,46,148,17220,240,66,53,75,0,2280
24.08.21,1,7,0,5071,4079,9242,959,0,71,43,104,22800,240,69,59,92,3,2520
25.08.21,2,7,0,6656,5543,10499,2222,60,75,53,184,20040,120,62,56,71,3,1680
26.08.21,3,7,0,4966,4230,9000,1080,60,73,45,175,17580,120,57,52,66,1,900
27.08.21,4,7,0,3744,3099,8820,1080,0,70,55,115,25620,120,60,55,70,2,1680
28.08.21,5,7,0,6705,5710,10321,2340,0,80,64,146,26160,120,66,59,82,2,2520
29.08.21,6,7,0,2091,1845,9421,900,900,73,55,90,19620,300,66,55,76,1,840
30.08.21,0,7,0,6827,5816,9420,2820,60,71,56,137,24180,120,61,53,76,3,3180
31.08.21,1,7,0,7089,5693,14760,1260,60,76,52,144,23280,180,60,51,70,2,720
01.09.21,2,8,0,5718,4723,9360,1680,0,70,48,93,23280,120,64,55,79,6,3000
02.09.21,3,8,0,5474,4544,10920,1200,60,72,47,125,19800,120,61,54,68,1,840
03.09.21,4,8,0,12133,9911,17642,2640,60,76,56,164,26640,120,63,52,76,1,2400
04.09.21,5,8,0,12148,10036,8880,4860,0,82,48,146,18660,300,81,66,122,2,120
05.09.21,6,8,0,1173,949,5580,0,1079,73,55,112,32100,120,63,56,74,3,2400
06.09.21,0,8,0,7003,6185,9061,3060,0,70,49,124,23280,120,61,53,71,4,2400
07.09.21,1,8,0,7141,5865,15184,1439,0,73,60,164,16920,120,59,53,75,1,1740
08.09.21,2,8,0,4815,4024,8581,1440,0,66,59,96,21840,120,59,52,78,2,1320
09.09.21,3,8,0,5729,4697,12600,1261,0,75,53,125,22200,120,57,52,70,0,1020
10.09.21,4,8,0,8480,7167,10620,3240,0,73,55,141,21540,120,63,56,82,2,900
11.09.21,5,8,0,2725,2217,7080,600,0,73,56,126,33360,120,63,54,82,5,2640
12.09.21,6,8,0,841,674,5400,0,0,72,46,97,37020,120,63,54,74,7,2700
13.09.21,0,8,0,6200,4979,11943,1320,0,73,54,181,27000,120,63,56,78,4,4500
14.09.21,1,8,0,5489,4582,9361,1800,60,69,51,112,17700,120,61,55,67,3,1500
15.09.21,2,8,0,6800,5478,12839,1801,0,73,55,142,18540,120,63,54,84,2,1260
16.09.21,3,8,0,6550,5453,10020,1620,60,77,58,156,24900,180,63,57,93,3,1200
17.09.21,4,8,0,8250,7119,8520,3300,60,75,56,137,21300,120,63,57,72,1,1200
18.09.21,5,8,0,5505,4778,6661,2460,0,78,57,127,34440,120,65,57,73,2,1140
19.09.21,6,8,0,802,645,4440,0,0,68,51,88,33540,120,63,56,81,3,3000
20.09.21,0,8,0,678,546,4019,0,0,67,49,97,36240,300,63,53,77,8,4440
21.09.21,1,8,0,8875,7416,14762,2340,900,77,57,133,20160,120,61,56,68,1,1320
22.09.21,2,8,1,5213,4211,11281,900,0,73,56,113,27660,120,62,57,77,3,1920
23.09.21,3,8,1,4982,4109,10682,960,60,76,54,162,20160,120,65,58,73,2,1920
24.09.21,4,8,1,7763,6637,9000,3360,0,74,41,116,27120,120,63,57,74,6,3720
25.09.21,5,8,1,2683,2105,6780,420,0,81,52,122,22320,120,72,53,87,2,1020
26.09.21,6,8,1,855,683,4920,0,0,71,43,100,43080,300,62,53,71,4,1860
27.09.21,0,8,1,6571,5529,13260,1920,0,75,43,160,18720,120,62,54,75,2,1860
28.09.21,1,8,1,8012,6393,14703,1618,61,80,57,109,22680,120,72,57,96,2,2100
29.09.21,2,8,1,7608,6209,15662,1559,61,74,43,152,19140,120,67,58,90,3,1500
30.09.21,3,8,1,6398,5151,14223,1198,60,79,44,164,20580,120,64,56,75,2,1380
01.10.21,4,9,1,9417,8154,12781,3600,0,83,43,179,21060,120,67,60,75,1,1740
02.10.21,5,9,1,8811,7261,12301,3300,0,79,47,183,27780,600,72,64,94,8,5160
03.10.21,6,9,1,8494,7033,9480,3360,0,77,47,109,32520,120,64,55,74,5,3480
04.10.21,0,9,1,9294,7710,9420,3840,0,74,52,118,21060,120,63,58,76,6,2640
05.10.21,1,9,1,6063,4888,11340,1080,540,71,50,96,14880,120,61,54,65,0,300
06.10.21,2,9,1,5579,4854,10861,900,240,80,55,142,34740,120,64,55,75,7,3780
07.10.21,3,9,1,5250,4162,10442,900,0,77,42,161,19200,120,65,55,79,2,1380
08.10.21,4,9,1,9036,7825,9300,3540,0,77,40,180,20520,120,65,56,75,3,2460
09.10.21,5,9,1,876,701,5460,0,0,69,57,111,35040,120,63,56,72,1,1560
10.10.21,6,9,1,1089,883,6180,0,0,72,48,100,32880,120,62,55,82,4,3540
11.10.21,0,9,1,6827,5574,12060,1680,0,72,42,130,24000,120,66,60,102,3,2940
12.10.21,1,9,1,7634,6179,15363,1380,60,79,41,118,18780,180,68,60,87,1,1680
13.10.21,2,9,1,7170,6046,13323,2160,0,78,54,162,32700,120,67,60,79,3,2100
14.10.21,3,9,1,6076,5030,12000,1620,0,78,50,134,24420,120,68,60,80,4,2880
15.10.21,4,9,1,10424,9034,10804,4560,60,77,56,168,32640,120,76,60,105,5,3360
16.10.21,5,9,1,761,619,4562,0,0,70,50,83,29940,120,63,58,73,1,1260
17.10.21,6,9,1,7647,6400,10560,3601,0,76,61,191,29460,180,63,58,80,1,1140
18.10.21,0,9,1,5537,4619,9962,1500,0,73,55,153,20700,120,63,58,81,4,2760
19.10.21,1,9,1,5023,4252,8401,1380,59,73,49,141,21240,1620,63,56,84,2,3181
20.10.21,2,9,1,6056,4905,9241,1440,0,73,56,113,17580,180,66,59,80,2,1320
21.10.21,3,9,1,4536,3650,9661,780,0,70,46,97,31980,120,70,55,99,6,5040
22.10.21,4,9,1,7814,6737,9000,3240,60,72,61,126,25440,180,60,56,71,2,900
23.10.21,5,9,1,5517,4591,7320,2040,0,78,53,114,39480,120,64,58,74,7,3720
24.10.21,6,9,1,6237,7126,8100,420,4737,84,61,177,37200,120,61,55,74,6,3300
25.10.21,0,9,1,6332,5366,10919,1741,60,73,59,133,28440,180,64,57,93,3,2460
26.10.21,1,9,1,6659,5402,13859,900,60,76,50,173,26100,120,62,55,75,4,3600
27.10.21,2,9,1,6642,5429,13680,1740,60,77,47,140,28260,120,70,58,84,4,3300
28.10.21,3,9,1,5714,4656,12420,1020,0,76,48,157,21780,120,63,57,86,1,2280
29.10.21,4,9,1,5591,4669,6840,1620,0,71,55,168,29940,120,71,57,102,3,1200
30.10.21,5,9,1,3286,2665,7680,780,0,71,42,109,45600,120,61,53,77,7,3780
31.10.21,6,9,1,5957,7288,9660,1260,480,84,49,180,35400,120,62,56,71,3,3000
01.11.21,0,10,1,6082,4877,12600,1020,0,73,50,119,30480,120,65,58,91,6,4140
02.11.21,1,10,1,4882,4025,10200,840,60,70,53,122,,,,,,,
03.11.21,2,10,1,6034,4938,11640,1320,0,72,53,109,31261,120,63,53,93,5,2879
04.11.21,3,10,1,6391,5120,13019,1380,0,69,48,90,19920,120,61,55,77,0,1500
05.11.21,4,10,1,6601,5410,10800,1680,0,70,58,119,30960,120,68,54,84,9,3840
06.11.21,5,10,1,3705,2952,9300,600,0,74,52,109,36540,120,60,54,72,2,960
07.11.21,6,10,1,12593,10799,12240,5400,60,83,61,166,29040,120,62,54,72,4,1980
08.11.21,0,10,1,5955,4959,13201,1020,0,72,49,121,16920,180,61,53,69,0,1080
09.11.21,1,10,1,7638,6219,14940,1140,1200,73,51,116,32100,120,65,53,100,3,3360
10.11.21,2,10,1,5714,4589,10980,1200,0,73,47,121,14520,120,68,53,93,2,1980
11.11.21,3,10,1,5701,4805,11700,1500,0,75,49,150,18480,180,64,56,70,2,3600
12.11.21,4,10,1,9706,8423,9060,4200,0,77,55,169,34140,120,69,55,89,2,1740
13.11.21,5,10,1,17772,15192,7740,11340,0,83,55,155,30840,120,64,56,75,7,4320
14.11.21,6,10,1,5992,5089,8460,1380,420,81,49,154,42720,120,70,60,85,3,2100
15.11.21,0,10,1,6036,5154,8940,1860,0,74,53,114,34260,120,64,56,77,3,2340
16.11.21,1,10,1,6107,5121,11819,1380,0,72,51,105,17640,180,61,54,73,3,2100
17.11.21,2,10,1,4839,4158,9419,1380,0,68,47,94,26880,120,63,57,76,4,3720
18.11.21,3,10,1,6658,5387,12481,1260,1380,77,48,153,28620,120,61,53,77,3,1380
19.11.21,4,10,1,5837,5062,7440,2160,0,71,44,133,27720,120,67,47,79,2,2580
20.11.21,5,10,1,6477,5546,8400,2700,0,74,60,110,35700,120,61,57,84,1,960
21.11.21,6,10,1,6230,5621,8433,2040,420,77,44,167,26580,120,63,57,76,5,2820
22.11.21,0,10,1,5014,4084,9300,1080,0,74,45,166,25860,120,62,54,82,3,1260
23.11.21,1,10,1,5447,4470,10261,1080,60,70,52,126,20100,120,59,53,84,6,3240
24.11.21,2,10,1,6003,4870,10320,1500,0,67,49,91,19800,120,61,57,76,1,780
25.11.21,3,10,1,10027,8307,15540,2820,0,82,46,173,28680,180,59,52,92,3,2040
26.11.21,4,10,1,6036,5162,6420,2340,0,66,46,114,24060,120,69,56,82,2,1860
27.11.21,5,10,1,4938,3874,11280,840,0,72,39,100,29040,240,67,56,82,3,1320
28.11.21,6,10,1,4747,4119,9840,1020,240,80,59,178,38820,120,58,52,71,2,1740
29.11.21,0,10,1,7577,6461,12540,2460,0,71,57,177,24660,1020,61,54,133,2,2220
30.11.21,1,10,1,6337,5175,12900,1080,1080,69,52,125,20940,120,55,52,65,1,840
01.12.21,2,11,1,7230,6129,11162,2040,0,69,44,159,17820,720,57,50,70,1,1980
02.12.21,3,11,1,6998,5805,8520,2400,60,72,43,141,24600,120,56,53,69,3,1680
03.12.21,4,11,1,2572,2068,7020,480,0,68,55,87,10560,120,59,54,70,3,2400
04.12.21,5,11,1,2764,2191,9720,0,0,72,59,92,41340,120,60,55,75,6,2880
05.12.21,6,11,1,6058,5263,9780,1440,480,70,52,186,15660,120,60,54,69,0,120
06.12.21,0,11,1,1240,989,7200,0,0,68,50,90,16080,120,57,49,64,1,300
07.12.21,1,11,1,2489,2031,8040,420,0,65,45,86,21900,120,57,52,67,2,840
08.12.21,2,11,1,1244,1019,7560,60,0,67,46,105,22260,120,60,54,76,2,1020
09.12.21,3,11,1,1393,1127,7140,0,0,74,44,123,28020,120,65,53,79,3,1200
10.12.21,4,11,1,3075,2472,7560,600,0,70,54,106,27660,120,61,55,73,2,1020
11.12.21,5,11,1,2075,1643,5700,420,0,72,48,111,37020,120,63,55,91,4,1620
12.12.21,6,11,1,5032,4155,6060,2100,0,71,47,112,32880,120,63,55,98,3,1920
13.12.21,0,11,1,4847,4024,11400,1500,0,70,46,111,20400,240,58,51,67,1,420
14.12.21,1,11,1,2640,2105,11100,60,0,70,52,120,28560,180,61,52,99,2,960
15.12.21,2,11,1,6850,5961,8640,2400,0,67,47,95,24540,120,56,52,64,0,1740
16.12.21,3,11,1,7016,6013,11221,2280,0,69,49,160,16320,240,60,54,73,1,1440
17.12.21,4,11,1,4556,3679,9840,900,0,70,56,125,31500,120,58,50,66,4,2100
18.12.21,5,11,1,6999,5853,9060,2160,600,70,47,137,18180,120,62,51,120,4,3600
19.12.21,6,11,1,877,694,6660,0,0,69,52,112,29580,180,60,53,77,3,2100
20.12.21,0,11,1,4536,3792,8400,1080,60,64,44,124,25740,120,63,50,82,1,1860
21.12.21,1,11,2,2056,1639,9120,0,0,69,51,97,,,,,,,
22.12.21,2,11,2,6521,5554,11040,1440,720,73,46,164,32340,120,58,48,76,4,1560
23.12.21,3,11,2,11752,9331,13620,4440,0,72,43,156,11880,240,70,61,78,1,1440
24.12.21,4,11,2,4908,3935,15661,420,0,68,48,89,18960,120,,,,1,1020
25.12.21,5,11,2,7438,6290,8819,3420,0,72,50,133,26700,120,63,50,75,1,1560
26.12.21,6,11,2,1654,1331,6840,0,0,67,45,115,22380,120,55,51,66,2,900
27.12.21,0,11,2,3647,2861,8581,840,0,67,47,94,34380,120,55,50,65,3,2100
28.12.21,1,11,2,3485,2785,9659,360,0,67,48,107,17580,120,58,50,72,6,4020
29.12.21,2,11,2,4574,3587,12420,480,0,74,46,105,21300,120,67,58,79,4,1800
30.12.21,3,11,2,5429,4397,12241,1020,0,67,45,170,23940,120,61,57,73,5,3060
31.12.21,4,11,2,6593,5513,9900,2160,0,68,47,120,36360,120,65,56,85,5,2880
01.01.22,5,0,2,4435,3561,11041,1080,0,73,54,195,19860,420,64,53,72,1,720
02.01.22,6,0,2,4204,3455,7260,1320,0,66,49,94,28380,120,66,60,75,1,1200
03.01.22,0,0,2,2527,1996,7081,239,0,67,36,110,32640,120,64,56,75,3,1320
04.01.22,1,0,2,2803,2217,8700,420,0,67,47,123,30540,120,60,55,72,6,4080
05.01.22,2,0,2,7301,5811,7560,2640,0,68,47,110,40140,120,59,47,73,4,3000
06.01.22,3,0,2,4751,3825,9600,1320,0,68,49,129,41040,120,56,50,77,4,2580
07.01.22,4,0,2,2572,2067,7560,360,0,69,46,157,,,,,,,
08.01.22,5,0,2,5356,4208,8820,1740,0,71,53,128,28200,300,60,53,71,4,2520
09.01.22,6,0,2,4785,3946,8282,1320,0,73,60,117,19260,300,70,61,82,3,900
10.01.22,0,0,2,7059,6167,9120,1980,300,77,48,140,26700,120,68,58,92,3,1860
11.01.22,1,0,2,4898,4261,6960,1740,1080,79,64,109,21780,120,73,59,112,3,3360
12.01.22,2,0,2,5910,5220,7680,2760,0,74,47,151,20160,120,68,59,79,2,1680
13.01.22,3,0,2,8948,7765,14220,2580,60,71,43,110,24600,120,61,55,75,0,420
14.01.22,4,0,2,8370,7526,8460,4020,0,72,55,172,19500,240,69,62,105,2,1920
15.01.22,5,0,2,3492,2783,9060,660,0,72,47,107,33600,120,64,58,76,6,4080
16.01.22,6,0,2,1484,1204,7559,0,0,76,54,102,32100,120,60,54,74,3,1740
17.01.22,0,0,2,5565,4624,8879,1320,0,71,44,130,18960,180,61,56,69,1,1500
18.01.22,1,0,2,6020,4946,9720,1620,0,68,57,108,18720,180,61,55,71,2,1380
19.01.22,2,0,2,5682,4822,9120,1860,60,74,56,146,20880,120,63,55,78,3,960
20.01.22,3,0,2,5572,4561,9780,1260,0,69,52,106,19020,180,64,59,77,1,1080
21.01.22,4,0,2,8310,7570,8760,3660,60,74,46,120,19800,120,63,54,70,1,1140
22.01.22,5,0,2,5457,4716,7740,2280,0,78,55,177,32100,300,64,58,79,5,3000
23.01.22,6,0,2,601,482,3240,0,0,72,49,118,33300,120,62,53,83,1,600
24.01.22,0,0,2,6514,5707,9480,2160,0,71,58,180,24540,120,64,59,79,3,1800
25.01.22,1,0,2,5878,4864,10080,1560,60,70,39,107,18240,120,59,53,67,4,1440
26.01.22,2,0,2,7969,7110,7620,3600,0,71,46,156,17340,180,60,56,68,2,1260
27.01.22,3,0,2,5283,4260,8160,1260,0,70,53,106,18720,120,61,46,80,2,2580
28.01.22,4,0,2,6204,5167,7439,1980,600,68,45,167,23340,120,62,54,78,2,480
29.01.22,5,0,2,9713,8647,7620,5400,0,71,44,115,16140,120,64,57,72,3,1320
30.01.22,6,0,2,841,669,4920,0,0,72,49,93,27840,180,69,62,80,3,1560
31.01.22,0,0,2,8204,6807,11521,2820,0,71,46,89,33720,900,63,57,77,3,3300
01.02.22,1,1,2,5279,4469,9060,1440,0,68,41,114,16740,180,64,56,81,3,1260
02.02.22,2,1,2,6578,5442,10320,1920,0,73,45,140,29700,120,61,55,68,3,2580
03.02.22,3,1,2,6273,5436,7319,2340,0,69,49,119,17340,120,63,59,74,2,1080
04.02.22,4,1,2,6421,5245,9900,1560,60,71,45,182,26460,960,68,46,117,5,5640
05.02.22,5,1,2,6618,5699,7140,3120,540,72,50,165,47040,120,67,59,90,5,2340
06.02.22,6,1,2,7572,6247,13140,1380,240,83,61,153,34920,120,62,55,83,1,300
07.02.22,0,1,2,6038,5186,6300,2520,0,68,42,87,33300,120,68,60,83,1,1020
08.02.22,1,1,2,7956,6593,13140,2160,0,74,52,161,22080,300,62,53,74,2,1200
09.02.22,2,1,2,5300,4522,6721,2160,0,71,54,132,9960,120,70,63,80,2,1380
10.02.22,3,1,2,7780,6308,13980,1980,0,71,58,128,19920,120,60,51,74,0,1380
11.02.22,4,1,2,5009,4377,6240,1920,0,72,51,121,29160,120,68,59,88,0,1080
12.02.22,5,1,2,9493,8059,9480,3900,0,71,51,173,12180,120,62,58,71,1,360
13.02.22,6,1,2,3813,3420,4740,2160,0,73,54,109,37080,180,62,55,68,2,1260
14.02.22,0,1,2,5005,4195,8940,1440,0,70,58,171,27300,120,61,55,72,5,2340
15.02.22,1,1,2,5146,4216,8640,1200,60,69,56,132,20280,120,61,53,68,2,1380
16.02.22,2,1,2,5530,4597,8700,1260,0,69,50,162,22320,240,58,51,79,2,1560
17.02.22,3,1,2,5579,4554,10860,1140,900,73,51,156,33539,121,61,56,70,1,1621
18.02.22,4,1,2,8382,7230,8341,3780,60,77,50,171,30960,120,62,55,69,3,2040
19.02.22,5,1,2,10877,9199,11640,4320,0,81,46,166,40500,120,65,56,93,2,1740
20.02.22,6,1,2,879,711,5820,0,0,69,60,85,38580,120,67,57,87,3,2160
21.02.22,0,1,2,5474,4682,10560,1440,0,69,41,119,21420,120,59,53,69,1,1620
22.02.22,1,1,2,6453,5208,12660,1020,0,73,55,131,24180,240,60,54,77,4,2460
23.02.22,2,1,2,6066,4870,11160,1200,0,81,61,156,17400,120,70,58,114,1,540
24.02.22,3,1,2,7599,6144,12180,1380,60,73,42,109,38820,180,68,57,83,3,2880
25.02.22,4,1,2,6563,5267,12300,1380,0,72,45,138,27720,120,63,57,76,3,3180
26.02.22,5,1,2,7483,6350,10320,3060,0,76,41,110,32640,120,69,58,82,3,1800
27.02.22,6,1,2,4535,3948,6540,2340,0,72,57,151,36900,1020,63,56,81,3,2580
28.02.22,0,1,2,6200,5242,9240,1680,0,68,51,160,19620,120,60,55,66,1,840
01.03.22,1,2,2,5988,4887,10679,1260,60,69,44,129,28320,120,58,52,70,4,3000
02.03.22,2,2,2,,,,,,,,,36540,120,62,53,75,3,1620
03.03.22,3,2,2,6308,4992,13800,1020,0,70,42,129,29640,120,61,54,66,5,1920
04.03.22,4,2,2,7752,6619,6360,3360,0,61,53,73,21180,600,65,53,125,3,2820
05.03.22,5,2,2,5611,4636,7020,2280,0,71,45,111,41460,120,66,57,111,7,4380
06.03.22,6,2,2,10597,9137,10380,4380,240,81,47,170,28380,120,61,54,113,2,1200
07.03.22,0,2,2,5346,4535,7560,1740,0,71,46,143,27240,120,65,57,89,3,3840
08.03.22,1,2,2,8474,7184,9720,2940,60,74,41,117,17460,120,65,61,77,3,1920
09.03.22,2,2,2,7360,6218,9420,2340,120,69,46,130,29100,120,66,59,78,4,2820
10.03.22,3,2,2,5729,4697,10499,1380,60,67,39,100,27540,120,63,56,70,3,1680
11.03.22,4,2,2,8931,7818,9120,3600,0,72,51,160,18360,120,67,58,82,6,3360
12.03.22,5,2,2,3818,3031,10500,540,0,75,61,128,33780,180,65,59,71,2,1620
13.03.22,6,2,2,11200,10354,9360,5640,600,78,56,174,31380,180,66,56,76,1,660
14.03.22,0,2,2,6482,5523,8640,2340,0,70,57,135,23340,120,65,56,91,3,4560
15.03.22,1,2,2,11833,9954,13980,3420,240,77,43,197,17760,120,60,56,67,0,300
16.03.22,2,2,2,5077,4176,8100,1320,0,66,52,84,26940,240,62,56,75,2,2760
17.03.22,3,2,2,10154,8588,15660,2820,300,73,45,196,20460,120,60,53,89,1,1200
18.03.22,4,2,2,8493,7318,8041,3480,60,74,61,141,20460,120,67,58,75,1,600
19.03.22,5,2,2,6207,5399,6480,3060,0,73,36,157,40500,120,67,54,82,6,4920
20.03.22,6,2,3,11697,10229,7860,4920,420,78,52,172,26940,120,64,57,73,1,1140
21.03.22,0,2,3,6727,5667,13620,1500,0,68,48,121,25740,120,65,56,93,3,1560
22.03.22,1,2,3,6341,5250,14220,1260,0,72,47,121,32040,120,64,56,75,9,4380
23.03.22,2,2,3,9820,8286,14400,2220,360,74,58,126,23580,180,58,52,68,2,1140
24.03.22,3,2,3,7556,6178,13140,1740,60,71,51,105,26460,180,65,54,75,5,3180
25.03.22,4,2,3,7610,6551,5340,3480,60,76,45,174,23520,120,63,53,79,2,1980
26.03.22,5,2,3,12636,10712,14819,4740,180,90,62,172,43680,120,65,57,81,10,4680
27.03.22,6,2,3,9973,7858,5700,6300,0,79,47,158,39360,180,70,64,79,3,1380
28.03.22,0,2,3,10949,9278,14700,3060,240,75,44,168,18180,120,60,57,67,2,600
29.03.22,1,2,3,7043,5652,15960,960,0,72,54,131,24180,180,64,55,86,3,2280
30.03.22,2,2,3,10903,9100,17401,2040,480,75,54,134,34740,120,62,50,80,3,2580
31.03.22,3,2,3,7917,6578,14401,2040,0,68,36,86,28800,120,64,56,72,4,2820
01.04.22,4,3,3,8718,7628,9480,3600,60,74,54,169,24240,120,64,54,80,2,1800
02.04.22,5,3,3,10761,9463,10320,4380,180,81,58,152,34980,180,65,57,79,4,3300
03.04.22,6,3,3,6755,6114,6480,4140,0,74,47,128,29220,120,62,55,70,1,360
04.04.22,0,3,3,9300,8202,10680,3660,180,73,43,166,20940,120,59,54,71,1,960
05.04.22,1,3,3,8534,7153,12000,2700,0,80,50,199,24180,120,62,49,74,4,2280
06.04.22,2,3,3,6235,5294,8701,2160,0,77,56,155,20522,120,73,63,85,7,4078
07.04.22,3,3,3,7692,6311,15900,1680,0,75,55,136,34260,120,65,57,81,5,4080
08.04.22,4,3,3,9431,8259,10561,4200,0,72,42,139,23220,180,68,63,79,4,2340
09.04.22,5,3,3,8087,7003,9840,3420,240,78,48,145,36180,960,61,50,71,8,4740
10.04.22,6,3,3,8040,7058,4440,5280,0,72,63,192,42900,120,67,52,88,4,2220
11.04.22,0,3,3,7353,6529,13338,2820,720,68,52,138,19860,180,58,52,67,5,3180
12.04.22,1,3,3,11191,9056,16260,3660,720,73,55,160,14880,120,65,61,76,3,2760
13.04.22,2,3,3,7041,5478,11760,1020,0,74,48,148,29220,120,69,57,89,3,1800
14.04.22,3,3,3,9428,7972,7140,5100,0,71,46,159,39060,120,65,58,78,4,2220
15.04.22,4,3,3,7952,6512,8340,3840,0,66,54,98,31320,120,63,55,75,5,2820
16.04.22,5,3,3,9144,7357,11820,2340,0,69,55,100,34920,120,64,56,74,3,2580
17.04.22,6,3,3,6618,5157,9720,1620,0,67,48,108,30540,120,58,46,73,6,2820
