DATE,DAY_OF_THE_WEEK,MONTH,SEASON,ACTIVITY_steps,ACTIVITY_distance,ACTIVITY_soft,ACTIVITY_moderate,ACTIVITY_intense,ACTIVITY_hr_average,ACTIVITY_hr_min,ACTIVITY_hr_max,SLEEP_totalsleeptime,SLEEP_durationtosleep,SLEEP_hr_average,SLEEP_hr_min,SLEEP_hr_max,SLEEP_wakeupcount,SLEEP_wakeupduration
14.10.21,3,9,1,5887,4365,18419,240,0,76,47,186,40080,120,63,56,78,4,4020
15.10.21,4,9,1,6039,4602,12361,1740,0,74,55,127,27420,240,65,57,84,3,3120
16.10.21,5,9,1,3979,2870,10619,121,0,79,56,121,42000,840,68,52,91,2,5220
17.10.21,6,9,1,17624,15395,13561,12176,0,100,57,182,40500,240,68,60,88,1,840
18.10.21,0,9,1,5441,4182,10740,1519,0,64,60,71,34560,180,67,60,100,3,2280
19.10.21,1,9,1,7865,5987,16440,2460,0,89,57,130,35460,180,66,58,93,1,1620
20.10.21,2,9,1,6463,5047,20641,1140,1560,78,46,142,,,,,,,
21.10.21,3,9,1,4112,2992,12780,180,0,90,56,164,14820,120,88,76,98,0,120
22.10.21,4,9,1,5567,4105,15721,720,0,81,51,122,46080,120,72,58,145,1,2640
23.10.21,5,9,1,4331,3162,17039,60,0,81,64,141,36660,120,66,60,99,3,1980
24.10.21,6,9,1,9897,7293,19621,1860,0,73,56,115,29640,120,68,63,78,0,180
25.10.21,0,9,1,8564,6553,21781,1500,840,83,65,103,39480,120,63,54,92,4,4920
26.10.21,1,9,1,9881,7803,19863,2543,1860,84,64,162,29820,120,66,58,85,0,1380
27.10.21,2,9,1,9096,6854,17940,2040,0,84,70,96,47280,120,66,59,125,7,4500
28.10.21,3,9,1,9022,6851,21121,1740,0,80,59,151,35520,600,67,59,118,1,2340
29.10.21,4,9,1,5417,4419,12182,1740,960,84,46,135,12720,180,76,69,90,0,420
30.10.21,5,9,1,7022,5578,16140,1920,0,79,67,193,41460,120,67,60,92,1,2520
31.10.21,6,9,1,4267,3096,14941,360,0,71,49,137,,,,,,,
01.11.21,0,10,1,5016,3938,15961,1740,0,85,53,142,16020,180,88,80,95,2,3000
02.11.21,1,10,1,7461,5648,18481,1440,0,83,42,143,,,,,,,
03.11.21,2,10,1,2838,2093,7321,419,0,80,63,107,52860,240,77,63,112,1,2700
04.11.21,3,10,1,6826,5038,16320,420,0,89,69,173,45480,120,66,48,87,2,900
05.11.21,4,10,1,6905,5385,14041,1020,1860,83,57,145,49860,120,65,59,99,3,2400
06.11.21,5,10,1,7636,5929,16500,1200,0,79,60,107,35100,180,63,60,71,0,180
07.11.21,6,10,1,7101,5297,21903,840,0,78,69,108,39360,120,64,57,81,1,1440
08.11.21,0,10,1,7008,5313,17040,840,0,88,51,157,38040,120,68,58,97,4,3240
09.11.21,1,10,1,8636,6660,21961,420,1380,73,41,153,38880,120,66,47,78,3,3540
10.11.21,2,10,1,4902,3621,22621,240,0,78,44,138,,,,,,,
11.11.21,3,10,1,8903,6491,30122,180,840,90,45,162,12660,120,98,87,113,1,1740
12.11.21,4,10,1,4044,3005,10983,359,0,79,65,154,42540,120,73,58,87,3,3180
13.11.21,5,10,1,5271,3916,14761,180,0,78,55,121,36780,120,62,54,76,1,900
14.11.21,6,10,1,8614,6386,18300,1140,0,81,61,118,40200,120,66,57,82,2,2460
15.11.21,0,10,1,10859,8508,16201,3419,0,77,50,136,33240,120,62,57,73,2,1980
16.11.21,1,10,1,5668,4243,18781,180,0,71,46,121,23940,120,59,53,66,0,240
17.11.21,2,10,1,3547,2622,14221,60,0,85,54,169,43380,120,60,54,76,3,2280
18.11.21,3,10,1,6453,4775,18298,361,0,74,44,94,29820,180,58,51,76,0,1260
19.11.21,4,10,1,5677,4193,18360,60,0,80,46,132,44100,120,64,55,114,1,1680
20.11.21,5,10,1,4246,3199,21000,60,0,63,43,99,,,,,,,
21.11.21,6,10,1,4496,3345,20940,180,0,74,46,158,,,,,,,
22.11.21,0,10,1,2739,2002,10082,180,0,94,60,186,34500,120,87,72,146,3,5940
23.11.21,1,10,1,4470,3278,13021,60,0,83,57,151,49020,120,69,54,82,2,840
24.11.21,2,10,1,6619,4953,20340,60,0,83,63,118,45600,120,63,54,117,1,1560
25.11.21,3,10,1,4326,3167,15300,240,0,79,50,120,,,,,,,
26.11.21,4,10,1,5139,3816,15660,300,0,82,66,116,41880,120,70,62,123,2,1440
27.11.21,5,10,1,5169,4043,11581,1320,540,76,42,99,47040,120,64,58,78,0,600
28.11.21,6,10,1,7353,5534,16020,420,540,81,59,118,47940,120,69,60,107,3,2040
29.11.21,0,10,1,6052,4785,12060,2280,0,73,55,133,34080,120,70,61,85,3,1920
30.11.21,1,10,1,4751,3516,17640,60,0,79,69,99,40800,120,60,45,74,3,3660
01.12.21,2,11,1,6777,5206,19141,480,0,80,47,111,33960,120,63,55,91,3,3900
02.12.21,3,11,1,6244,4668,19260,420,0,91,55,120,37560,120,70,60,109,6,5160
03.12.21,4,11,1,6085,4657,21720,360,1200,86,53,148,,,,,,,
04.12.21,5,11,1,8607,6635,32341,600,0,92,45,159,,,,,,,
05.12.21,6,11,1,1571,1150,7742,0,0,95,44,135,29100,120,88,72,148,1,1920
06.12.21,0,11,1,4715,3494,11280,360,0,81,45,130,53220,120,71,45,90,1,3660
07.12.21,1,11,1,7553,5709,18839,840,0,90,47,135,40800,120,70,64,86,1,1500
08.12.21,2,11,1,6093,4670,19919,421,1680,95,45,169,26100,180,69,62,80,1,360
09.12.21,3,11,1,3353,2468,14581,180,0,85,51,156,,,,,,,
10.12.21,4,11,1,3948,2922,15181,241,0,84,43,165,,,,,,,
11.12.21,5,11,1,5765,4191,19740,300,0,83,53,130,,,,,,,
12.12.21,6,11,1,5094,3812,13202,1020,0,74,49,100,45960,120,69,44,92,1,1500
13.12.21,0,11,1,8735,6439,18901,540,960,90,38,160,40260,120,65,53,116,2,2760
14.12.21,1,11,1,5335,3899,20161,120,0,82,54,147,,,,,,,
15.12.21,2,11,1,4316,3181,9861,240,0,80,41,148,25860,120,81,68,153,1,2040
16.12.21,3,11,1,3626,2661,9541,300,0,72,45,103,,,,,,,
17.12.21,4,11,1,3665,2680,10560,121,0,83,55,137,34260,120,79,67,115,1,1080
18.12.21,5,11,1,2363,1708,6360,180,0,75,52,92,49560,120,67,57,92,4,4620
19.12.21,6,11,1,5297,3914,14641,540,0,81,66,116,49800,120,65,57,112,2,1500
20.12.21,0,11,1,3688,2691,9480,300,0,80,64,150,46140,240,60,53,68,2,2520
21.12.21,1,11,2,7631,5649,20761,120,0,83,54,141,40680,180,65,55,88,1,1020
22.12.21,2,11,2,9337,7101,20461,1140,0,89,66,187,43260,120,66,57,84,3,2880
23.12.21,3,11,2,8415,6647,13979,3060,0,84,65,106,38460,120,68,58,85,2,1080
24.12.21,4,11,2,9320,7080,23640,1501,0,86,53,117,35940,120,72,59,93,4,4920
25.12.21,5,11,2,5064,3794,22023,180,0,80,41,114,,,,,,,
26.12.21,6,11,2,7036,5269,24722,780,0,61,49,95,,,,,,,
27.12.21,0,11,2,4153,3002,10081,60,0,92,64,137,26220,120,83,73,97,2,3300
28.12.21,1,11,2,7624,5820,15780,1800,0,83,57,152,43440,240,74,67,92,3,2640
29.12.21,2,11,2,2239,1643,6181,0,0,89,73,119,46680,180,71,64,87,2,2940
30.12.21,3,11,2,10498,7639,26460,1320,0,84,57,146,31020,120,71,61,81,0,120
31.12.21,4,11,2,10399,7619,28201,180,0,85,56,205,29520,120,72,68,83,1,1740
01.01.22,5,0,2,4816,3542,15421,120,0,80,47,132,,,,,,,
02.01.22,6,0,2,3326,2416,9001,300,0,89,45,109,27360,120,71,42,92,5,3060
03.01.22,0,0,2,3613,2715,8582,240,0,85,47,135,24240,120,83,74,115,1,840
04.01.22,1,0,2,4617,3362,12480,360,0,79,40,108,,,,,,,
05.01.22,2,0,2,3987,3193,7501,1500,0,78,44,111,30060,120,72,65,80,1,2640
06.01.22,3,0,2,4353,3332,9900,540,0,78,45,108,43320,120,71,57,82,1,300
07.01.22,4,0,2,5970,4458,20460,60,0,74,45,110,21000,120,77,54,133,7,3900
08.01.22,5,0,2,6570,4920,21419,420,0,75,46,109,,,,,,,
09.01.22,6,0,2,3422,2496,12061,120,0,75,43,158,,,,,,,
10.01.22,0,0,2,3018,2216,5461,480,0,82,71,123,69060,120,73,63,104,4,4380
11.01.22,1,0,2,6975,5239,13440,1020,0,88,66,133,37800,120,68,59,98,2,2580
12.01.22,2,0,2,5755,4468,8039,2040,0,83,70,109,52920,120,67,56,108,5,4260
13.01.22,3,0,2,7904,6064,14461,2039,0,85,57,185,,,,,,,
14.01.22,4,0,2,8954,6650,20460,660,0,95,47,174,42960,120,65,54,87,2,4320
15.01.22,5,0,2,6331,4714,16200,840,0,85,62,141,35400,120,67,58,81,1,2700
16.01.22,6,0,2,3961,2928,19261,180,0,81,45,121,,,,,,,
17.01.22,0,0,2,6613,4990,16620,1080,0,73,73,80,28260,120,87,64,165,3,2580
18.01.22,1,0,2,6068,4637,16140,1681,0,93,42,151,,,,,,,
19.01.22,2,0,2,4131,3017,10740,180,0,83,57,148,15360,120,74,67,79,0,240
20.01.22,3,0,2,2835,2082,8940,120,0,79,52,106,34860,180,70,53,110,2,1560
21.01.22,4,0,2,916,660,2100,60,0,92,67,124,36780,360,67,59,85,0,360
22.01.22,5,0,2,,,,,,,,,,,,,,,
23.01.22,6,0,2,,,,,,,,,,,,,,,
24.01.22,0,0,2,2419,1803,4620,360,0,92,45,141,,,,,,,
25.01.22,1,0,2,5197,3842,10800,540,0,96,57,181,48300,1140,73,66,92,2,3180
26.01.22,2,0,2,3992,2933,8821,180,0,87,71,126,38460,180,70,62,96,0,1680
27.01.22,3,0,2,5958,4498,11701,1560,0,87,57,111,45180,120,72,61,103,3,3480
28.01.22,4,0,2,6226,4656,12420,900,0,88,43,142,40860,120,69,62,80,0,540
29.01.22,5,0,2,6002,4574,12781,960,0,96,64,173,53760,120,74,65,117,4,3540
30.01.22,6,0,2,4696,3460,12540,180,540,84,70,123,50340,300,69,62,86,2,2760
31.01.22,0,0,2,4941,3661,15721,120,0,96,74,191,47880,120,69,63,87,1,2280
01.02.22,1,1,2,3116,2267,8822,240,0,106,47,138,28200,120,79,75,92,2,2280
02.02.22,2,1,2,2155,1561,5460,180,0,83,59,123,33180,120,76,70,97,1,4500
03.02.22,3,1,2,5104,3764,13021,540,0,81,45,121,9540,600,65,61,70,0,1560
04.02.22,4,1,2,8270,6122,24961,240,0,80,60,150,36900,120,71,60,90,2,3180
05.02.22,5,1,2,6939,5334,14760,420,2340,85,62,199,17280,120,81,67,147,2,3480
06.02.22,6,1,2,2144,1551,7440,60,0,77,58,127,30360,120,65,56,122,1,1380
07.02.22,0,1,2,4938,3723,12061,1260,0,79,55,166,42840,240,62,53,87,4,3660
08.02.22,1,1,2,1758,1265,4860,60,0,80,72,111,41640,180,57,51,76,3,3000
09.02.22,2,1,2,4015,3322,6240,1920,0,85,64,132,,,,,,,
10.02.22,3,1,2,10263,7951,15660,2640,4920,69,59,111,42420,300,62,52,84,2,3540
11.02.22,4,1,2,8320,6452,19080,1500,2340,80,50,124,27660,180,60,54,68,3,3300
12.02.22,5,1,2,7346,5465,25260,421,0,87,48,179,27360,1380,62,56,72,1,2520
13.02.22,6,1,2,6525,4841,22982,60,0,83,52,122,,,,,,,
14.02.22,0,1,2,8677,6561,20820,1200,0,94,57,149,13800,120,91,75,152,3,2220
15.02.22,1,1,2,3437,2554,10201,480,0,86,75,115,,,,,,,
16.02.22,2,1,2,5015,3918,7740,2340,0,96,66,129,82680,120,73,60,117,1,1200
17.02.22,3,1,2,8228,6103,17758,782,0,89,50,122,52080,720,69,60,87,2,2220
18.02.22,4,1,2,4286,3178,13081,120,0,79,63,151,19860,120,75,64,91,0,1080
19.02.22,5,1,2,4880,3602,15241,240,0,85,71,118,34380,120,66,60,77,1,720
20.02.22,6,1,2,4140,3083,8641,660,0,87,63,196,,,,,,,
21.02.22,0,1,2,5910,4524,12301,1621,0,83,65,119,38340,120,71,61,83,2,1560
22.02.22,1,1,2,7079,5250,21661,120,0,85,51,157,37860,120,66,61,96,1,2280
23.02.22,2,1,2,7660,5810,18660,1500,0,78,45,163,,,,,,,
24.02.22,3,1,2,4945,3799,10441,1320,0,87,48,136,27240,120,78,70,120,4,2220
25.02.22,4,1,2,6191,4543,17221,360,0,89,52,148,45120,120,73,61,94,4,4440
26.02.22,5,1,2,5670,4209,16622,480,0,82,46,143,,,,,,,
27.02.22,6,1,2,2571,1913,12960,60,0,102,59,133,,,,,,,
28.02.22,0,1,2,4025,2957,8761,419,0,82,51,126,48300,120,75,63,101,4,3300
01.03.22,1,2,2,3914,2998,7080,960,0,83,48,123,44520,120,69,58,93,2,2880
02.03.22,2,2,2,3086,2226,7740,300,0,87,70,141,50340,120,64,55,119,4,4140
03.03.22,3,2,2,4809,3540,10680,360,0,80,56,125,52620,120,66,58,83,3,3840
04.03.22,4,2,2,6965,5194,18600,960,0,76,45,125,43140,180,60,51,106,4,3900
05.03.22,5,2,2,10683,8018,33482,840,1020,99,49,160,,,,,,,
06.03.22,6,2,2,4237,3261,19260,120,0,91,47,149,,,,,,,
07.03.22,0,2,2,8726,6496,18902,660,0,85,54,148,16740,120,78,74,85,2,1560
08.03.22,1,2,2,7365,5655,15482,1800,0,88,62,172,25380,120,65,58,73,3,1980
09.03.22,2,2,2,3507,2613,14281,60,0,91,46,153,55380,120,64,55,100,5,2760
10.03.22,3,2,2,3683,2714,10977,121,0,82,56,110,19200,600,76,65,91,0,600
11.03.22,4,2,2,4947,3696,14160,240,0,83,63,118,56820,120,66,57,112,3,4080
12.03.22,5,2,2,4806,3542,14160,300,0,84,60,113,35880,120,67,59,85,1,2940
13.03.22,6,2,2,734,542,2401,0,0,70,48,85,,,,,,,
14.03.22,0,2,2,6684,5152,12960,1620,0,92,48,117,44940,120,62,50,85,1,2161
15.03.22,1,2,2,7857,5757,20160,300,0,88,51,127,,,,,,,
16.03.22,2,2,2,,,,,,,,,,,,,,,
17.03.22,3,2,2,,,,,,,,,,,,,,,
18.03.22,4,2,2,,,,,,,,,,,,,,,
19.03.22,5,2,2,931,736,3900,0,0,95,47,110,,,,,,,
20.03.22,6,2,3,2819,2092,11760,0,0,88,49,136,24660,120,74,68,84,1,2220
21.03.22,0,2,3,7458,5678,20763,359,540,96,56,142,44820,660,72,62,99,0,1500
22.03.22,1,2,3,13399,10365,28021,2340,780,101,44,149,,,,,,,
23.03.22,2,2,3,2746,2099,7800,180,0,83,52,129,19620,120,68,63,78,1,120
24.03.22,3,2,3,6015,4476,19617,483,660,85,62,167,38880,120,71,51,95,1,2880
25.03.22,4,2,3,7908,5865,19682,539,0,92,72,128,12600,180,69,66,78,0,300
26.03.22,5,2,3,8499,6284,26999,1200,0,91,53,195,31500,120,67,58,83,0,420
27.03.22,6,2,3,8244,6087,27540,120,600,90,47,161,,,,,,,
28.03.22,0,2,3,3176,2356,11100,180,0,86,47,117,30000,300,69,58,99,2,780
29.03.22,1,2,3,5511,4254,12601,1560,0,81,41,145,30420,120,74,58,93,1,1200
30.03.22,2,2,3,7121,4751,19440,180,0,85,45,183,,,,,,,
31.03.22,3,2,3,3570,2645,9179,180,0,80,44,127,,,,,,,
01.04.22,4,3,3,4014,2984,12181,420,0,92,53,132,38700,240,69,55,139,4,3840
02.04.22,5,3,3,4867,3567,16140,240,0,87,53,152,30000,240,65,59,95,2,3060
03.04.22,6,3,3,3043,2216,10680,120,0,79,43,153,15180,120,70,66,80,1,1020
04.04.22,0,3,3,3670,2700,10740,300,0,80,48,136,67320,120,69,52,129,6,5460
05.04.22,1,3,3,5854,4540,10560,2100,0,85,59,173,42180,120,64,54,107,4,2760
06.04.22,2,3,3,6787,5147,15060,1440,0,85,52,120,37200,180,58,54,73,0,1200
07.04.22,3,3,3,2848,2111,6900,300,0,93,74,124,53940,120,65,52,100,3,1440
08.04.22,4,3,3,3257,2409,10200,120,0,93,71,160,38520,120,62,53,92,3,2580
09.04.22,5,3,3,6457,4864,21841,661,0,91,57,181,13800,120,80,71,93,1,1200
10.04.22,6,3,3,4464,3375,13020,60,1320,84,50,118,36000,120,68,60,90,1,1080
11.04.22,0,3,3,10163,8096,17520,2880,2280,101,67,144,44460,180,69,57,93,1,1020
12.04.22,1,3,3,6655,5051,16320,780,0,91,65,185,30180,120,74,60,113,2,1080
13.04.22,2,3,3,7732,5582,15480,540,0,88,47,131,52200,120,75,61,118,2,4020
14.04.22,3,3,3,9776,7319,24506,1020,600,62,54,74,28020,180,60,57,68,2,1680
15.04.22,4,3,3,3867,2846,14040,60,0,80,57,145,11160,120,74,63,87,0,240
16.04.22,5,3,3,5073,3732,16380,420,0,85,71,112,38640,120,65,59,91,3,3900
17.04.22,6,3,3,5487,4001,14102,540,0,89,58,119,34140,120,67,59,81,1,1320
18.04.22,0,3,3,9091,6763,22920,480,0,74,46,109,37140,120,73,62,100,3,3180
19.04.22,1,3,3,7515,5587,29521,240,660,88,41,211,,,,,,,
20.04.22,2,3,3,7352,5578,21961,660,600,94,47,187,,,,,,,
21.04.22,3,3,3,4278,3152,11881,180,0,91,60,125,12780,120,77,68,86,1,540
