DATE,DAY_OF_THE_WEEK,MONTH,SEASON,ACTIVITY_steps,ACTIVITY_distance,ACTIVITY_soft,ACTIVITY_moderate,ACTIVITY_intense,ACTIVITY_hr_average,ACTIVITY_hr_min,ACTIVITY_hr_max,SLEEP_totalsleeptime,SLEEP_durationtosleep,SLEEP_hr_average,SLEEP_hr_min,SLEEP_hr_max,SLEEP_wakeupcount,SLEEP_wakeupduration
23.07.21,4,6,0,6289,4646,9119,1921,0,71,49,109,26400,120,59,48,71,0,120
24.07.21,5,6,0,14953,11205,25081,3060,0,90,46,163,24720,120,59,53,76,0,600
25.07.21,6,6,0,12347,9417,10621,6180,60,78,49,118,31140,120,67,61,104,0,360
26.07.21,0,6,0,7195,5735,7981,3659,0,67,48,110,22740,120,57,51,95,1,720
27.07.21,1,6,0,6371,4948,9781,2100,0,,,,27300,120,57,51,68,0,120
28.07.21,2,6,0,4343,3425,8281,1260,0,67,43,108,25860,120,57,52,67,0,120
29.07.21,3,6,0,9998,8308,9480,5160,0,77,45,171,26700,120,56,50,64,0,120
30.07.21,4,6,0,12056,9179,14520,4500,0,75,42,202,25740,120,62,57,68,1,780
31.07.21,5,6,0,21589,17926,14639,13802,0,82,56,184,16140,120,66,62,86,1,2160
01.08.21,6,7,0,23347,18867,17341,13140,0,84,55,158,30900,240,63,55,93,0,420
02.08.21,0,7,0,30605,24085,15241,18720,0,84,42,154,26640,120,66,58,74,0,720
03.08.21,1,7,0,22240,17582,14520,11700,0,75,55,116,29640,120,62,55,75,0,120
04.08.21,2,7,0,20516,15708,20041,9301,600,76,52,156,16800,120,60,49,77,0,240
05.08.21,3,7,0,20062,15141,14461,10500,0,73,53,103,32160,120,63,57,73,0,180
06.08.21,4,7,0,24565,18681,16561,13020,0,78,52,186,25440,120,55,50,68,1,720
07.08.21,5,7,0,21569,15055,27123,5398,0,76,54,122,15540,120,59,50,74,0,120
08.08.21,6,7,0,13822,10591,14520,5881,0,70,45,118,25020,120,57,49,67,1,960
09.08.21,0,7,0,7565,5900,8580,3060,0,70,48,114,30240,240,58,49,73,2,1680
10.08.21,1,7,0,6224,4670,10980,1680,0,66,51,125,31800,120,60,47,71,0,120
11.08.21,2,7,0,4995,3802,10019,1081,0,66,40,106,25800,120,53,48,62,2,1380
12.08.21,3,7,0,5539,4084,11400,1740,0,72,49,110,25980,120,56,50,71,0,420
13.08.21,4,7,0,7985,6401,8700,3841,0,70,48,135,30960,120,60,50,70,0,660
14.08.21,5,7,0,20466,15796,21422,8639,1260,94,62,163,23820,240,65,54,77,0,660
15.08.21,6,7,0,6936,5043,22860,60,600,79,45,125,14760,120,62,51,76,0,540
16.08.21,0,7,0,3999,3189,7920,1260,60,69,47,164,31320,120,61,51,74,3,1980
17.08.21,1,7,0,4569,3656,6840,1800,0,77,53,131,29460,120,64,56,105,3,1920
18.08.21,2,7,0,8395,6445,9660,3480,0,71,55,115,26760,120,60,50,102,2,840
19.08.21,3,7,0,7906,6005,12542,3540,0,70,47,134,23820,120,68,61,77,1,720
20.08.21,4,7,0,11561,8729,14281,5519,0,76,45,154,22920,120,63,53,71,0,300
21.08.21,5,7,0,9608,7041,20581,2820,0,77,52,126,20640,120,63,55,70,0,120
22.08.21,6,7,0,12981,9724,12121,7860,0,80,46,146,28440,0,62,47,73,1,840
23.08.21,0,7,0,3944,3138,7802,1200,0,69,41,144,24480,120,62,58,70,0,180
24.08.21,1,7,0,6268,4945,7860,3180,0,72,48,113,35040,120,61,48,99,3,1980
25.08.21,2,7,0,6075,4692,14760,1860,0,81,55,117,24720,0,63,58,104,1,480
26.08.21,3,7,0,4646,3663,9300,1560,0,68,40,108,,,,,,,
27.08.21,4,7,0,13333,10071,23941,3661,0,81,43,159,26160,120,59,52,76,1,300
28.08.21,5,7,0,11186,8869,14397,7020,0,78,43,187,32880,120,,,,0,1260
29.08.21,6,7,0,17220,13373,13141,10620,900,74,49,115,20400,120,63,53,78,0,180
30.08.21,0,7,0,7655,5848,13562,1619,0,70,45,109,24960,120,56,50,63,0,120
31.08.21,1,7,0,5511,3998,11699,1201,0,68,53,112,28380,120,60,50,84,1,1260
01.09.21,2,8,0,5962,4812,8461,2940,0,66,46,110,25080,120,59,53,66,0,120
02.09.21,3,8,0,8117,6049,15719,1741,0,71,51,110,28140,120,56,48,66,1,540
03.09.21,4,8,0,18731,15916,21662,2460,6540,92,49,175,19680,120,66,60,83,0,420
04.09.21,5,8,0,12895,9503,22979,3781,0,81,50,127,17040,120,68,65,74,0,120
05.09.21,6,8,0,4312,3258,12660,1200,0,69,47,96,34440,300,54,47,72,0,360
06.09.21,0,8,0,5199,3992,9601,1500,0,67,41,138,25620,180,55,45,72,1,540
07.09.21,1,8,0,5346,3994,7322,1740,0,66,48,128,26160,120,54,47,78,1,480
08.09.21,2,8,0,4845,3577,8161,1259,0,65,52,103,26460,180,57,48,65,0,300
09.09.21,3,8,0,5493,4108,7620,1740,0,65,46,176,29760,120,56,50,89,0,2640
10.09.21,4,8,0,8181,6466,10982,3600,0,68,46,130,25500,0,55,48,62,0,60
11.09.21,5,8,0,18929,14924,13861,11340,0,73,45,118,21900,240,55,46,61,1,900
12.09.21,6,8,0,14291,10638,17101,6480,0,78,52,116,31800,120,62,52,75,1,1320
13.09.21,0,8,0,12869,10385,6421,8940,0,73,40,175,24600,120,58,48,71,0,120
14.09.21,1,8,0,8985,7035,9541,4559,0,71,43,146,29220,120,55,46,73,0,120
15.09.21,2,8,0,6506,5381,10860,3060,0,71,44,169,,,,,,,
16.09.21,3,8,0,9408,7154,10201,3600,60,76,51,160,25020,120,62,57,70,1,720
17.09.21,4,8,0,27573,21405,12242,18899,0,78,42,137,24780,120,59,53,67,0,120
18.09.21,5,8,0,21287,16752,10380,15960,3240,71,57,81,23880,300,60,50,77,0,600
19.09.21,6,8,0,17528,13647,10022,9239,360,73,47,152,32460,120,58,47,81,3,660
20.09.21,0,8,0,19901,16139,14461,10398,0,79,48,164,25920,120,60,52,74,1,600
21.09.21,1,8,0,7355,5719,11700,2879,0,68,47,112,19860,120,58,48,73,0,120
22.09.21,2,8,1,5125,3812,11999,1080,0,73,42,127,24960,120,58,51,63,0,960
23.09.21,3,8,1,7381,5906,10021,3540,0,69,48,116,22320,120,62,55,69,0,120
24.09.21,4,8,1,8861,6807,12240,3600,0,79,43,130,20280,180,66,57,80,0,180
25.09.21,5,8,1,13585,10578,20580,5700,0,78,45,130,27240,120,62,50,115,0,780
26.09.21,6,8,1,4332,3116,11522,1560,0,72,58,104,28020,120,65,59,87,1,1080
27.09.21,0,8,1,7347,5612,7320,3000,0,67,43,143,24720,120,58,48,73,0,120
28.09.21,1,8,1,7314,5761,8701,3180,0,65,50,112,31560,300,58,49,68,0,300
29.09.21,2,8,1,5934,4534,12600,1561,0,69,50,150,,,,,,,
30.09.21,3,8,1,6165,5017,7740,3000,0,64,37,123,25320,120,58,49,72,2,1260
01.10.21,4,9,1,8409,6651,16620,1980,60,68,48,126,27060,120,53,46,70,0,660
02.10.21,5,9,1,6075,4411,21664,900,0,68,45,112,15720,120,54,46,70,0,180
03.10.21,6,9,1,2185,1598,16263,0,0,65,46,82,28140,120,51,46,61,0,120
04.10.21,0,9,1,6951,5410,9841,2759,0,69,43,116,22980,120,54,49,68,0,240
05.10.21,1,9,1,7432,5763,11041,2819,0,67,46,114,31080,180,53,46,68,0,420
06.10.21,2,9,1,6290,5035,8221,2160,60,68,47,174,25560,120,56,48,65,0,360
07.10.21,3,9,1,7484,5791,10381,2520,0,76,42,171,20700,120,57,45,96,0,1260
08.10.21,4,9,1,6306,4906,12120,2280,0,68,43,174,30180,960,57,49,79,1,1620
09.10.21,5,9,1,12394,9031,24241,2160,0,73,48,102,25740,120,56,48,76,1,960
10.10.21,6,9,1,9487,7200,27663,2340,120,74,48,114,18000,120,61,50,101,1,720
11.10.21,0,9,1,11031,8449,12242,3540,360,65,43,112,25620,240,61,48,71,0,240
12.10.21,1,9,1,10152,7813,10741,4020,0,67,56,99,26880,720,57,45,89,0,720
13.10.21,2,9,1,12646,10606,7140,8940,0,68,45,154,24240,0,56,48,68,0,60
14.10.21,3,9,1,7090,5208,10200,2760,0,64,43,105,,,,,,,
15.10.21,4,9,1,9286,7031,11701,3540,0,68,45,184,28920,120,55,49,71,1,300
16.10.21,5,9,1,10785,7963,19500,2640,0,74,51,143,26640,120,59,50,72,0,960
17.10.21,6,9,1,13097,9727,17402,5878,0,71,41,115,29400,1260,58,46,72,0,1260
18.10.21,0,9,1,7235,5675,7201,3240,0,68,51,101,26160,120,55,49,69,0,240
19.10.21,1,9,1,6709,5556,8760,3300,0,66,46,109,30420,1860,54,46,79,1,2280
20.10.21,2,9,1,7170,5568,7139,3660,0,67,41,119,28260,120,65,56,94,0,360
21.10.21,3,9,1,5726,4640,9060,2700,0,67,47,116,26760,120,60,54,75,1,1560
22.10.21,4,9,1,10266,7740,16800,3122,0,72,46,105,26460,120,60,47,103,2,1800
23.10.21,5,9,1,15023,11414,6060,10020,60,73,53,136,31020,120,61,55,80,1,1020
24.10.21,6,9,1,16400,12531,17160,9240,0,76,49,180,29100,240,57,47,75,2,1680
25.10.21,0,9,1,5579,4222,13500,1260,0,69,41,107,28020,1140,61,53,72,1,2100
26.10.21,1,9,1,8648,6747,16140,2700,0,69,54,96,25620,120,57,52,64,0,540
27.10.21,2,9,1,7118,5414,12481,2340,0,66,45,97,23040,120,57,50,66,0,120
28.10.21,3,9,1,8027,6191,9120,3540,0,70,46,120,27660,120,64,56,72,0,120
29.10.21,4,9,1,7950,5537,15122,1080,0,65,48,101,26820,120,60,54,88,1,360
30.10.21,5,9,1,8291,6001,21361,479,0,72,44,121,28560,120,63,53,71,1,300
31.10.21,6,9,1,9828,6959,21060,540,0,74,55,123,29460,120,63,50,75,0,360
01.11.21,0,10,1,6332,4893,11102,2040,0,71,37,121,22380,120,59,54,70,1,360
02.11.21,1,10,1,8740,6711,11281,3660,0,74,46,115,22500,120,62,49,110,0,540
03.11.21,2,10,1,8603,6094,12000,1620,0,67,56,122,29760,120,62,48,70,0,120
04.11.21,3,10,1,5800,4315,11161,1740,0,66,44,172,26160,120,61,50,75,0,120
05.11.21,4,10,1,7419,5466,12480,1740,0,67,47,126,25140,120,59,51,72,0,120
06.11.21,5,10,1,5979,4377,14580,900,0,67,41,112,29100,120,60,52,75,0,120
07.11.21,6,10,1,14164,10494,16919,6720,0,68,53,138,28860,120,58,48,75,0,420
08.11.21,0,10,1,7506,5446,15062,1380,0,68,43,111,22020,120,56,47,73,0,120
09.11.21,1,10,1,7449,5843,9480,3719,0,67,41,98,24660,120,57,49,67,1,1261
10.11.21,2,10,1,6211,4881,9601,2641,0,66,41,111,29160,120,61,53,71,1,1440
11.11.21,3,10,1,6102,4861,9541,2220,0,69,42,108,28320,120,58,50,66,0,120
12.11.21,4,10,1,8007,6181,11820,3001,0,,,,27720,120,60,51,74,1,2280
13.11.21,5,10,1,16200,12280,17160,6900,0,72,45,127,22800,120,57,52,69,0,300
14.11.21,6,10,1,7784,5717,17221,1500,0,72,43,127,24240,120,56,51,75,3,2640
15.11.21,0,10,1,8729,6460,14040,2340,0,68,47,114,27120,120,59,53,68,0,360
16.11.21,1,10,1,7828,6281,10140,3300,0,64,48,124,25500,120,65,57,82,0,780
17.11.21,2,10,1,7305,5503,12481,2100,0,71,48,113,29580,120,63,52,98,1,1200
18.11.21,3,10,1,6326,4771,9660,2040,0,72,52,154,22740,120,63,51,77,2,480
19.11.21,4,10,1,12103,9366,15000,5039,0,77,46,130,34259,120,59,53,72,1,2041
20.11.21,5,10,1,9754,7067,20041,1980,0,63,48,89,24780,120,61,48,76,2,1380
21.11.21,6,10,1,7719,5922,18122,2280,0,77,68,102,29460,180,65,52,88,1,1620
22.11.21,0,10,1,8375,6391,10980,2641,0,70,45,175,25140,120,65,54,77,1,1020
23.11.21,1,10,1,9405,7116,15719,2461,0,73,43,172,27840,0,59,51,69,2,1380
24.11.21,2,10,1,5826,4316,11279,1500,0,68,45,131,23880,120,58,49,79,0,120
25.11.21,3,10,1,8480,6427,10920,3360,0,,,,25560,120,61,51,72,0,120
26.11.21,4,10,1,8163,6233,12300,2460,0,68,46,96,24420,120,61,55,83,0,600
27.11.21,5,10,1,13431,9885,21684,4740,0,82,51,125,33540,300,65,52,115,0,300
28.11.21,6,10,1,4108,3016,19622,60,0,,,,32820,120,67,57,87,0,180
29.11.21,0,10,1,6524,4917,11040,1860,0,69,40,118,23220,120,64,51,103,1,300
30.11.21,1,10,1,5642,4289,7380,2220,0,69,48,122,30600,120,62,51,77,0,120
01.12.21,2,11,1,8793,6796,11942,3840,0,69,44,132,,,,,,,
02.12.21,3,11,1,9066,7227,11760,3600,0,69,47,118,25680,0,65,60,73,0,0
03.12.21,4,11,1,10999,8300,19082,2640,0,80,55,181,30960,120,59,55,72,3,2100
04.12.21,5,11,1,9917,7545,13920,3300,0,75,44,149,29760,600,64,54,74,3,3840
05.12.21,6,11,1,3793,2789,20402,300,0,74,50,106,19620,120,,,,0,600
06.12.21,0,11,1,7630,5587,14460,1501,0,69,46,105,24600,120,59,50,102,0,240
07.12.21,1,11,1,9449,7251,12359,3540,0,77,41,143,33480,120,65,53,79,2,900
08.12.21,2,11,1,8781,6859,9180,3360,0,73,61,90,19860,120,65,58,73,0,120
09.12.21,3,11,1,8332,6806,15060,2760,120,74,59,90,25920,120,58,49,66,0,360
10.12.21,4,11,1,7416,5736,16260,1740,0,73,42,130,18000,120,64,51,111,0,1260
11.12.21,5,11,1,7873,5902,18659,1320,0,71,53,90,27780,120,61,54,73,0,180
12.12.21,6,11,1,7898,5812,14940,2340,0,70,51,187,22620,120,62,54,73,0,120
13.12.21,0,11,1,7118,5626,10621,2460,0,67,41,94,24660,120,58,51,79,1,1020
14.12.21,1,11,1,9458,7183,13740,2640,0,71,44,131,26340,180,62,50,90,1,360
15.12.21,2,11,1,6781,5763,5220,4380,0,67,43,125,31680,240,65,53,74,0,1440
16.12.21,3,11,1,7783,5884,10380,2640,0,73,45,107,28620,240,59,53,66,1,1500
17.12.21,4,11,1,3403,2566,9960,840,0,73,46,109,27480,120,65,61,72,0,480
18.12.21,5,11,1,11200,8804,15300,4200,60,85,58,129,33000,120,63,50,85,3,3600
19.12.21,6,11,1,5911,4605,18360,1680,0,73,48,114,30120,120,65,56,84,0,1560
20.12.21,0,11,1,7675,5790,10200,2400,0,66,47,140,24780,120,61,50,97,0,240
21.12.21,1,11,2,10203,8052,10920,4260,0,72,45,175,24780,120,59,49,74,1,1080
22.12.21,2,11,2,7082,5568,13260,2220,0,70,40,105,23040,120,62,52,69,0,120
23.12.21,3,11,2,4418,3212,15181,240,0,73,46,107,16080,120,68,53,97,0,780
24.12.21,4,11,2,5094,3697,21540,120,0,76,46,120,16020,120,67,60,78,0,780
25.12.21,5,11,2,5783,4243,17880,420,0,78,56,161,31140,120,65,51,75,1,540
26.12.21,6,11,2,4359,3187,16140,60,0,73,41,117,31260,120,60,53,69,1,1020
27.12.21,0,11,2,7276,5373,16800,1740,0,66,48,129,29940,180,61,51,90,1,1200
28.12.21,1,11,2,6033,4453,18480,540,0,72,51,113,29220,240,56,49,72,0,240
29.12.21,2,11,2,5509,4135,14942,720,0,69,45,123,28440,120,64,55,103,2,1980
30.12.21,3,11,2,11658,8735,13200,5280,0,68,47,144,27900,120,57,50,66,0,120
31.12.21,4,11,2,4125,3011,16022,0,0,71,45,103,28080,240,56,47,71,2,1500
01.01.22,5,0,2,8454,5932,18901,1260,0,75,45,146,25980,120,61,52,74,4,4140
02.01.22,6,0,2,7430,5047,14400,1079,0,71,48,211,30480,240,59,50,67,0,240
03.01.22,0,0,2,6102,0,0,0,0,75,49,118,26160,120,59,50,77,3,1380
04.01.22,1,0,2,6305,4499,15180,1200,0,72,50,123,30180,120,57,50,64,0,600
05.01.22,2,0,2,11090,8030,19320,1440,120,76,42,166,30060,1500,60,51,79,0,1500
06.01.22,3,0,2,3137,2314,11880,0,0,73,52,101,27360,120,65,53,76,2,1380
07.01.22,4,0,2,9401,6794,16741,2820,0,,,,31680,120,66,56,80,2,1020
08.01.22,5,0,2,10110,7852,16200,3182,0,81,63,108,29940,120,60,51,73,2,1080
09.01.22,6,0,2,6498,5106,11101,2340,0,72,53,114,29160,120,66,56,74,0,120
10.01.22,0,0,2,9453,7063,17940,2580,0,81,49,111,25980,120,63,56,71,2,1860
11.01.22,1,0,2,11265,8164,22801,2821,0,80,56,164,29460,120,62,55,80,1,3660
12.01.22,2,0,2,7994,5668,20281,1320,0,74,44,164,,,,,,,
13.01.22,3,0,2,8051,6092,10981,2820,0,76,45,119,28980,120,65,57,72,1,540
14.01.22,4,0,2,7168,5231,12481,1920,0,68,68,92,34200,120,65,58,78,1,1260
15.01.22,5,0,2,3108,2321,14041,120,0,71,52,137,32640,120,65,56,76,0,1020
16.01.22,6,0,2,6902,5354,9181,2460,60,70,41,94,32040,120,61,52,74,2,1740
17.01.22,0,0,2,7107,5684,11220,2640,0,68,44,168,23400,120,63,50,71,0,120
18.01.22,1,0,2,5900,4659,6901,2280,0,65,45,167,25980,120,60,55,73,1,300
19.01.22,2,0,2,10834,7922,12900,3180,0,75,44,161,33120,120,63,56,73,2,720
20.01.22,3,0,2,6963,5380,11401,2339,0,69,50,100,22920,240,63,55,69,1,900
21.01.22,4,0,2,10154,7724,14522,3059,0,70,41,114,29820,120,60,52,80,1,1260
22.01.22,5,0,2,13272,10194,15601,3960,120,81,58,133,30300,120,61,52,87,1,1080
23.01.22,6,0,2,9117,6652,26101,1020,0,79,42,133,18900,120,65,60,72,1,661
24.01.22,0,0,2,5633,4545,5760,2880,0,62,49,107,26580,120,62,54,92,0,540
25.01.22,1,0,2,4928,3958,9480,1860,0,65,53,83,33060,180,58,49,82,2,1680
26.01.22,2,0,2,5776,4229,7801,1620,0,65,44,105,26460,120,59,50,83,0,120
27.01.22,3,0,2,6239,4699,11520,1800,0,69,55,173,34260,120,54,48,63,2,1440
28.01.22,4,0,2,5721,4369,10260,1620,0,67,48,108,26640,180,56,45,79,0,900
29.01.22,5,0,2,7638,5864,17641,2160,0,,,,24660,240,53,47,70,1,840
30.01.22,6,0,2,13838,10516,9360,7860,0,68,47,150,17340,0,61,54,69,0,0
31.01.22,0,0,2,4702,3629,8400,1500,0,65,44,160,30600,240,52,48,60,1,2040
01.02.22,1,1,2,1067,790,4800,0,0,61,49,80,28500,120,55,47,100,1,960
02.02.22,2,1,2,7385,6020,8221,3120,0,70,54,115,24600,120,53,47,63,0,300
03.02.22,3,1,2,10200,7995,8220,4320,0,70,49,180,25620,0,58,49,75,0,0
04.02.22,4,1,2,11304,8510,9779,4620,0,70,45,168,25980,180,62,55,98,0,180
05.02.22,5,1,2,9292,6969,17642,1981,0,70,39,110,31620,120,58,53,68,0,120
06.02.22,6,1,2,20770,16106,12180,10440,60,79,43,179,22200,120,56,50,61,0,120
07.02.22,0,1,2,12480,10031,10020,6420,0,75,46,185,26520,120,58,54,72,1,660
08.02.22,1,1,2,9158,6802,15602,2279,0,77,47,118,30360,120,57,48,94,0,420
09.02.22,2,1,2,7176,5712,11280,2400,0,67,45,171,31980,120,60,49,70,3,1980
10.02.22,3,1,2,11218,8944,10141,6180,0,73,41,112,25860,120,62,54,108,3,1320
11.02.22,4,1,2,12454,9932,8580,6180,0,66,41,204,29160,120,56,50,62,1,600
12.02.22,5,1,2,635,467,3840,0,0,73,41,94,21240,0,57,50,66,0,0
13.02.22,6,1,2,13909,11046,8101,7440,0,76,56,134,28440,120,59,51,73,2,1680
14.02.22,0,1,2,9847,7966,6300,4800,0,70,47,206,30420,120,58,50,66,0,240
15.02.22,1,1,2,4710,3475,8160,1500,0,71,50,124,28980,120,59,54,73,2,1140
16.02.22,2,1,2,8874,6989,9000,3960,0,69,51,126,27960,120,62,50,74,2,1320
17.02.22,3,1,2,12074,9970,6060,6180,0,78,50,206,23940,120,63,51,73,0,360
18.02.22,4,1,2,14411,10812,11100,6060,0,71,41,107,27000,120,63,57,81,0,120
19.02.22,5,1,2,17010,14529,10440,9660,180,85,50,169,24480,120,63,56,82,0,1080
20.02.22,6,1,2,20599,16353,7678,11160,0,73,41,179,30780,120,62,54,76,1,1500
21.02.22,0,1,2,8547,6541,9000,3420,0,68,50,130,24000,120,63,57,81,1,1080
22.02.22,1,1,2,11859,9291,8881,5400,0,70,73,104,28560,120,58,52,65,1,900
23.02.22,2,1,2,6983,5379,7382,3179,0,66,46,113,29100,120,56,51,74,0,240
24.02.22,3,1,2,6082,4866,6901,2700,0,68,39,173,24780,120,58,48,99,1,1380
25.02.22,4,1,2,9836,7403,11639,3180,0,65,44,170,26220,120,53,48,61,4,3060
26.02.22,5,1,2,9441,6818,17281,2040,0,72,57,147,30780,120,57,49,98,2,960
27.02.22,6,1,2,5725,4239,20222,240,0,84,50,151,20460,120,57,51,69,0,300
28.02.22,0,1,2,2448,1746,6241,419,0,64,49,104,10680,120,56,50,64,2,720
01.03.22,1,2,2,4950,3408,8700,1140,0,61,49,86,22500,0,52,46,66,0,0
02.03.22,2,2,2,2364,1728,8101,300,0,63,49,119,30120,120,53,46,76,1,1380
03.03.22,3,2,2,9138,7286,10980,4740,0,65,42,115,28080,120,54,48,87,1,660
04.03.22,4,2,2,9953,7208,19864,1980,0,76,44,100,24600,120,54,47,63,1,660
05.03.22,5,2,2,4722,3309,10680,480,0,64,53,100,26100,120,59,55,70,0,480
06.03.22,6,2,2,2411,1755,13620,0,0,63,46,103,28560,120,54,48,63,0,600
07.03.22,0,2,2,6529,5121,6599,3780,0,62,48,117,27960,120,56,49,77,0,360
08.03.22,1,2,2,4440,3457,7260,1740,0,65,45,95,29100,120,55,48,62,0,120
09.03.22,2,2,2,5447,4038,6420,2400,0,63,44,86,26700,120,63,55,80,1,900
10.03.22,3,2,2,5046,3676,5341,1920,0,66,45,114,35160,120,62,53,71,1,1080
11.03.22,4,2,2,5296,3796,6780,1740,0,68,46,104,25860,120,57,51,70,1,2700
12.03.22,5,2,2,17033,12309,13321,9660,0,71,44,142,22920,120,65,58,77,0,900
13.03.22,6,2,2,7711,5918,10921,3600,0,70,47,106,29640,120,65,54,85,1,900
14.03.22,0,2,2,5052,3833,6900,1860,0,68,40,109,31860,120,59,53,88,0,120
15.03.22,1,2,2,14641,11317,11941,5580,60,68,48,135,26520,120,61,55,81,1,660
16.03.22,2,2,2,6714,4820,6662,2579,0,66,48,104,27900,120,70,61,104,1,1620
17.03.22,3,2,2,7584,6005,10381,3480,0,70,40,148,28560,120,62,56,72,1,1680
18.03.22,4,2,2,9070,6800,15541,2460,0,73,50,121,24780,120,67,57,98,0,480
19.03.22,5,2,2,16874,13338,27245,7079,0,84,56,134,25680,120,62,53,73,0,420
20.03.22,6,2,3,4736,3727,10201,2460,0,72,40,109,20760,120,63,57,72,0,360
21.03.22,0,2,3,10540,8217,11820,5160,0,67,52,85,26880,120,59,53,70,0,720
22.03.22,1,2,3,6992,5560,7082,4139,0,60,60,60,25500,120,55,50,71,2,780
23.03.22,2,2,3,6115,4531,8521,1620,0,69,42,160,30960,120,58,49,74,0,300
24.03.22,3,2,3,5689,4817,5161,3480,0,65,50,153,17880,120,67,60,76,0,480
25.03.22,4,2,3,13164,10233,13200,7080,0,67,41,128,27420,120,54,50,73,1,780
26.03.22,5,2,3,6013,4423,17224,540,0,86,47,142,22680,180,61,53,72,1,420
27.03.22,6,2,3,14435,9761,8521,8220,2580,75,46,139,28980,180,59,50,73,0,780
28.03.22,0,2,3,6279,5007,5400,3360,0,65,50,83,25620,120,57,51,71,1,780
29.03.22,1,2,3,11937,9678,8580,5700,0,68,44,157,26700,120,59,54,76,0,120
30.03.22,2,2,3,8087,6324,10620,2879,0,,,,32520,120,61,54,74,2,840
31.03.22,3,2,3,9759,7613,11221,4080,0,,,,22740,120,63,55,72,0,1020
01.04.22,4,3,3,5636,4551,6662,2280,0,67,46,147,28920,120,61,49,68,1,1800
02.04.22,5,3,3,6881,4964,20640,1140,0,72,49,127,26340,120,62,51,75,1,1620
03.04.22,6,3,3,14236,11531,8701,7320,2100,70,51,120,30360,120,60,54,69,1,720
04.04.22,0,3,3,7181,5761,6182,3601,0,67,43,126,24420,120,60,50,72,0,900
05.04.22,1,3,3,6648,5220,8220,2580,0,71,47,118,30360,300,56,50,63,2,1860
06.04.22,2,3,3,5914,4770,6360,2760,0,69,53,142,28500,240,59,50,67,0,240
07.04.22,3,3,3,7209,5634,8101,3301,0,66,46,113,25620,120,62,51,84,1,2400
08.04.22,4,3,3,12364,9455,11161,5819,0,71,45,193,24540,120,63,56,73,1,600
09.04.22,5,3,3,10470,7731,17279,3180,0,77,59,166,31260,120,63,57,87,2,1620
10.04.22,6,3,3,8472,6641,16141,2700,120,75,44,121,27600,180,59,51,72,0,720
11.04.22,0,3,3,6308,4986,7620,3120,0,65,44,125,25500,120,58,50,67,1,1140
12.04.22,1,3,3,10493,8808,5880,4200,713,62,42,109,26100,120,58,50,73,4,3360
13.04.22,2,3,3,9359,7354,13561,3360,0,71,43,130,29160,120,64,57,74,0,840
14.04.22,3,3,3,9049,7344,12780,4140,0,70,48,194,,,,,,,
15.04.22,4,3,3,27005,22826,17154,10079,9513,75,41,139,21600,120,65,57,83,1,1440
16.04.22,5,3,3,18233,12915,26639,6001,0,77,37,149,22200,120,67,62,91,0,240
17.04.22,6,3,3,27338,21273,20821,13500,1800,79,42,162,26040,120,62,55,81,0,120
18.04.22,0,3,3,26202,19793,21720,12899,0,71,47,109,28200,120,62,50,73,2,1020
19.04.22,1,3,3,13468,13171,13919,3180,1440,67,46,128,27300,120,58,49,67,0,600
20.04.22,2,3,3,11356,9868,10861,4619,300,66,47,122,29040,120,56,50,68,1,780
