Heart_Rate,SpO2,Stress_Level,Sleep_Hours,Steps,Anomaly
67,98,9,8.643675527826547,2505,1
78,94,5,5.577574342777496,10053,0
53,91,3,6.987521204384813,11832,1
53,98,2,5.830635988670373,14286,0
64,94,10,7.6311247554357085,7468,1
71,96,1,4.822588768152081,8236,0
79,94,0,7.614289219365848,12923,0
97,93,10,6.670804100464526,2551,1
87,98,10,5.540012274833826,14928,1
72,98,4,6.250667772934774,12428,0
74,95,1,8.800782411548262,14799,0
59,91,1,6.7067667573211756,10928,1
74,95,6,5.445907976131042,7852,0
70,97,7,4.692960075757831,2449,0
79,94,9,7.258106410146496,6953,1
62,97,7,6.793767870516028,9456,0
82,96,3,7.542531042632335,9042,0
97,98,0,4.306662890465237,3659,0
73,97,10,4.74160932066275,8509,1
81,95,6,8.220318798877848,8893,0
85,99,0,6.997012470169011,8445,0
68,96,10,7.300101276856343,3721,1
78,96,3,5.05596945183807,10654,0
75,95,7,5.028519202506622,13444,0
76,96,1,7.986887987288133,10637,0
63,95,5,8.057566482147724,11490,0
75,96,5,4.867520769456419,3925,0
82,100,8,4.580944256220732,10824,0
96,94,4,6.337110543931334,11566,0
89,93,9,5.30097731993599,8104,1
107,99,3,5.269734681430961,14182,0
63,96,4,4.622932630358911,7240,0
88,95,9,5.79734922757945,1512,1
77,99,10,4.767957886050701,1215,1
107,95,4,4.856898645486146,8299,0
62,100,7,6.947587769849457,12523,0
62,98,9,6.417202648568935,11364,1
66,96,7,7.227318022298197,4153,0
43,101,1,4.026449846976041,8450,0
67,95,6,6.514820914744645,2706,0
63,98,7,9.613456313248758,11298,0
77,97,10,5.941591273571602,2567,1
80,99,5,7.7371235098584465,11400,0
103,100,4,7.724010273161635,11523,0
89,97,10,7.797797912001913,11345,1
66,95,8,6.749992530585985,2128,0
61,97,2,7.349128974116321,4510,0
82,95,9,7.548520430019508,13515,1
55,101,3,7.453169042471536,8867,0
102,97,8,4.8238727397299055,12845,0
92,96,5,3.9389232761840196,3365,0
67,97,7,4.169624684877789,6583,0
49,94,6,6.094760011426004,5897,0
95,95,10,7.390890101633967,6718,1
73,99,1,4.843383083732623,7001,0
93,95,2,7.885955687876606,12113,0
51,94,0,5.74658723823817,5567,0
66,98,8,5.760867183208882,10271,0
75,99,6,5.2458395061806,12703,0
75,98,0,3.6728204614755895,14329,0
68,98,2,6.843971192651971,3741,0
84,95,3,9.069001569257853,4020,0
58,94,3,6.406003214701155,7256,0
72,100,4,3.7240525374577214,1228,0
76,96,2,7.670514217424669,9362,0
82,96,2,4.062803014845516,1294,0
85,99,0,4.686448404516222,5284,0
58,98,6,6.142492741529644,9617,0
51,97,10,6.684265157810297,14264,1
94,101,9,4.987003998249757,14390,1
79,95,0,6.084025915151029,7801,0
63,98,1,7.572743601141027,1918,0
98,97,3,7.778268327212028,12445,0
76,97,3,8.377184632721397,1498,0
92,100,4,9.36412797844024,3809,0
76,98,10,7.714833982491675,5961,1
105,98,1,6.174895228393639,10017,0
101,99,3,7.788970686684459,4779,0
71,96,0,7.200074351007773,11050,0
89,95,1,7.259550466289381,3118,0
84,94,0,6.765828177607528,7391,0
95,93,9,5.131918846769141,1145,1
60,101,9,4.957855388267105,14929,1
85,94,3,6.3543226983872865,8942,0
90,96,3,6.723365113769558,14607,0
48,96,6,5.480838615602431,5565,0
57,97,9,7.135012922912863,12769,1
44,98,10,9.621148856058785,1192,1
70,98,10,3.883503921082614,6187,1
85,95,8,7.373366716345641,7637,0
97,96,8,6.401038068663785,13080,0
76,97,4,7.175983333001982,9243,0
99,96,9,5.853927949309563,3410,1
54,100,0,6.280910172429249,2820,0
49,97,0,6.694250676512149,3964,0
74,98,5,6.047549174697109,3521,0
80,98,1,4.2191880239451525,11061,0
74,99,7,6.14912745403332,3568,0
43,97,8,4.375349557705709,6882,0
73,94,3,7.479789665870464,14742,0
55,97,4,3.7016823483828167,2867,0
85,95,10,8.042981569183835,8465,1
80,95,7,7.144344500305219,8602,0
60,98,2,7.150082923600842,11930,0
67,99,4,3.2535351982282403,12461,0
59,97,2,6.007100842862665,4199,0
74,97,9,8.23034514298979,11771,1
89,100,2,5.722088031454558,7103,0
60,97,2,4.882906775054429,14722,0
82,102,6,5.544994857491432,13197,0
67,98,6,6.397583566040993,14127,0
63,93,6,5.222944324530784,1240,0
73,98,9,8.35072584813394,4440,1
59,97,7,6.4029987050144115,5631,0
66,99,4,5.666645978078107,10599,0
57,98,4,4.547984709746631,12694,0
104,96,3,7.2266699079184065,13230,0
75,94,6,7.192499442067045,9274,0
64,96,9,5.311686640722963,6077,1
78,95,3,3.145506457528782,4768,0
73,95,1,7.116143284363826,10142,0
71,98,3,6.219794913108497,8995,0
84,100,7,7.004106751888504,9802,0
86,97,8,9.435761800459456,13861,0
67,94,2,6.459752234436411,7429,0
66,97,6,5.729242074735842,14276,0
70,99,8,4.779017048527489,4605,0
40,95,10,6.0313673127574265,13746,1
52,96,3,6.740866024423462,12475,0
95,97,9,6.57996113089814,3173,1
99,95,2,9.085198010100655,12676,0
71,98,4,7.248628348198914,10714,0
83,96,0,6.297798692739185,7568,0
79,97,2,5.440159131749791,3601,0
121,95,7,6.90000914567498,3657,1
91,96,10,5.139487762426011,7080,1
73,98,7,6.76974661930686,14854,0
60,96,3,7.231120890357265,8325,0
50,100,1,6.175321665842828,3159,0
78,96,7,5.554570333902287,11641,0
63,97,7,3.222054728997641,4830,0
53,98,9,8.215755089630587,9313,1
65,94,3,7.104950585367923,5368,0
58,93,2,7.141425922377174,2317,0
100,93,1,4.15797149633405,5493,0
88,99,8,8.569758049610085,11710,0
74,95,0,5.80217470007288,14272,0
97,102,6,6.066807045950771,2230,0
76,95,4,4.896069716871763,2133,0
62,97,7,3.8195814029902277,8607,0
97,100,3,8.23601946758535,2301,0
83,101,6,8.429896054096437,13226,0
59,101,4,6.251707772970009,2910,0
72,99,4,5.4809231452904745,9082,0
61,99,8,5.9344337462986125,9107,0
54,98,8,5.975577514946675,10697,0
88,98,8,4.700210416730602,8970,0
103,95,5,6.06161717683424,12377,0
54,95,5,6.7296529894014885,2916,0
83,96,4,8.027235871473128,14107,0
65,96,8,6.521366246020568,7996,0
67,96,9,4.135472436650846,12740,1
66,98,7,7.030321794798015,3757,0
62,98,6,6.11610415749537,11148,0
75,97,6,8.5556145409758,7464,0
62,99,5,8.644186703066012,1178,0
79,94,4,8.69668146840095,10088,0
74,96,3,5.657618096940081,7362,0
71,95,2,9.484782610006336,10743,0
61,93,2,7.02641375734356,9683,0
66,96,5,8.93957060850295,1060,0
86,96,3,5.74607057925236,10269,0
82,100,5,6.05210489358556,14991,0
60,98,2,6.911041029008128,7681,0
76,94,3,6.72781641442091,3895,0
86,100,8,8.382217915203753,13352,0
49,99,4,6.151806022177318,12875,0
83,98,6,8.246922485465534,1585,0
65,96,9,7.59835176069898,6823,1
83,95,1,6.179911672089277,13152,0
63,96,4,7.48201492622347,12962,0
47,99,8,5.790102429750426,1534,0
50,100,10,10.025308700008583,4462,1
75,100,2,2.5035015183883296,5011,0
78,96,8,7.509414806742559,4398,0
61,94,10,3.8531061360844294,3155,1
84,97,5,6.161514945172897,6966,0
50,93,3,6.371587865793131,8329,0
74,97,6,8.761450338370526,7957,0
56,96,7,5.461771681884665,10196,0
65,96,5,8.462017873492666,11691,0
75,93,4,4.731775039662805,6325,0
62,98,5,8.520004585632298,14327,0
69,95,4,5.788481837144791,9518,0
90,94,7,6.610151778861678,5703,0
66,91,0,5.9954320053343935,3706,1
87,96,10,8.423545211173405,1001,1
58,100,6,8.131609764850621,10225,0
82,100,9,7.165252580876787,11673,1
96,96,9,4.772197423119839,9316,1
37,95,10,5.427467197954636,2104,1
63,97,1,4.957135211740812,11891,0
83,95,8,3.1277856698117548,2861,0
71,97,0,8.39197715277507,6269,0
80,98,10,6.008264710485955,7943,1
65,99,9,5.992259053561554,12112,1
76,96,5,8.74415335013834,9320,0
72,96,8,5.786017096420449,1437,0
92,95,0,5.239293596471104,5846,0
78,95,3,6.162881569227523,11740,0
80,96,3,4.800996422184656,4129,0
68,97,8,7.016533653931934,10413,0
67,98,10,5.9395068826037445,9081,1
68,95,4,5.739092884109281,1901,0
80,99,4,5.6091452419695464,12360,0
68,96,5,6.340667759236983,6398,0
79,96,0,6.625221688279776,7678,0
106,95,0,5.720037367388717,6529,0
88,92,8,5.96185109585728,7604,0
70,98,2,6.377715759770977,13678,0
93,98,3,6.226372796690692,4918,0
68,96,0,6.546613950312521,2067,0
44,97,8,5.484993795127979,1026,0
59,98,7,8.006889363689735,7937,0
46,93,1,6.645242266114276,8264,0
69,95,7,5.744229870762684,8118,0
75,98,6,7.016576326067803,1547,0
100,94,10,6.388447101771928,11860,1
79,97,5,3.899260468274498,9758,0
71,94,0,7.01142903533244,9895,0
87,97,6,4.97074069642372,6338,0
41,96,9,7.901641674846961,13472,1
78,93,6,6.1373755416598295,4140,0
86,99,8,7.670105446086596,8996,0
52,95,0,5.554672170203589,2590,0
92,95,1,6.60489390071096,8776,0
80,97,10,8.315365250760316,5943,1
68,99,8,6.096475180377766,13886,0
84,94,8,5.613774351896293,9997,0
109,97,5,7.482560920672684,8798,0
77,97,5,7.453492395126441,4791,0
78,98,3,5.6768762998777715,2357,0
68,97,3,3.5218084693733567,9092,0
62,96,4,5.584965533752466,4225,0
87,95,2,7.516039282529633,12810,0
62,97,0,5.337448715864414,11318,0
76,94,0,6.483593244475706,3460,0
67,91,6,5.513772593050484,9737,1
82,97,0,3.6017492562109252,14920,0
80,98,0,5.486778234440108,3728,0
90,92,2,7.509698031034569,12926,0
67,94,9,2.9446212799012814,7726,1
70,98,3,6.8782510257133636,11754,0
60,101,3,4.72089615290088,8481,0
68,97,1,7.412663104211288,11271,0
80,95,0,7.571478403810479,7430,0
86,96,2,6.242078097633086,11833,0
61,99,10,6.245497761828167,4114,1
88,95,3,5.290455954295548,11118,0
95,95,2,4.481624899842551,1616,0
81,96,7,9.0471393595006,4644,0
103,95,9,5.202392859243308,7413,1
63,97,0,8.851694196794709,2203,0
56,100,1,5.210749940299735,10951,0
48,97,6,7.287785585506592,3565,0
97,96,3,4.793289260519548,4174,0
84,96,7,7.285092525353023,4081,0
74,93,10,6.011618964270317,3630,1
79,98,2,6.031225758986494,4161,0
58,96,5,7.415034754676675,5321,0
111,96,8,5.796287952381353,9861,0
76,103,0,4.357777256832353,14204,0
76,97,0,7.641958345114179,7269,0
85,95,7,4.7811491150265075,8099,0
82,96,2,7.274775926596865,8376,0
78,99,4,7.9594948179995,12360,0
63,97,0,5.936759170471674,11313,0
82,94,4,8.273529266137675,14502,0
103,98,10,7.222675561791926,5078,1
95,95,5,5.456207869782837,6801,0
98,100,7,8.602143503399112,5151,0
67,99,2,4.787492267390914,9911,0
60,96,2,5.934949355144652,3600,0
73,99,10,6.190527794571007,7175,1
75,97,10,7.407835551527383,12790,1
91,98,9,8.173149946071701,13861,1
49,97,8,8.07918733535407,1666,0
97,95,3,6.83562247936146,1283,0
72,95,3,6.07959634330465,6840,0
68,99,6,3.7610236375585546,13095,0
59,96,1,4.528781218317175,4565,0
50,96,7,9.149983233937153,11426,0
87,95,5,3.745892018746191,5593,0
76,97,2,5.323264035136836,2465,0
55,101,8,8.216909423075135,9321,0
55,94,4,6.81456994879605,5734,0
69,97,7,7.8920676065085384,7257,0
100,99,6,7.314242526906015,8366,0
71,96,7,8.70437380604133,11252,0
52,97,6,6.943140929847328,4672,0
71,94,2,7.495171593727267,8382,0
70,97,1,5.41363020191249,7587,0
34,96,6,7.379499463367205,11686,0
74,98,2,5.905810853016157,14273,0
71,99,2,5.820341198028931,1992,0
85,102,1,7.842085271970706,7858,0
102,98,3,7.852435064089046,3121,0
91,97,7,9.032663233619196,11776,0
70,97,0,8.934894778229301,13388,0
58,96,0,7.875972742038163,3223,0
113,97,4,3.9193315846449313,5522,0
75,96,10,9.241521474424545,4188,1
75,97,4,7.876951505999543,4237,0
74,99,10,5.351209864870546,5136,1
77,94,0,7.593363733344173,13716,0
72,99,5,4.944101388555907,1343,0
66,99,0,7.427945180164613,13653,0
66,96,4,4.525594938388851,5704,0
74,92,8,5.287672386820045,5823,0
66,95,4,7.564893693800791,11468,0
64,99,5,8.10933011448934,5920,0
76,96,7,6.988155289150716,4201,0
71,95,10,6.070747044968044,6471,1
97,95,0,3.327700557474514,1888,0
35,98,1,6.1864683505229605,11235,0
91,98,8,7.300227615236792,10533,0
93,96,2,6.024852341096529,8127,0
43,96,5,6.466133088358372,4720,0
69,96,4,6.221573798123119,3883,0
69,95,10,6.017440673267849,14584,1
53,100,1,6.613816084939719,5212,0
63,96,6,6.0909581267713095,7961,0
58,99,3,8.664934330447913,3415,0
101,100,0,3.1903717274244006,10309,0
89,98,3,5.6812361210433835,13455,0
94,96,5,5.194615664724163,4001,0
85,97,6,6.828665900051615,2738,0
58,96,6,6.615717178824689,2364,0
67,95,6,8.933289652324143,3708,0
82,97,2,9.426713072446692,13982,0
56,94,5,5.340374816644278,1924,0
85,99,7,6.500750097550444,1151,0
71,96,3,6.794456625386533,9777,0
69,97,7,5.303279377493996,9044,0
85,97,1,7.442573054056434,1912,0
81,96,9,6.140738946852583,3321,1
69,98,8,4.898547724098533,14865,0
92,96,8,6.080647543600185,1495,0
58,98,7,5.003488140889027,12987,0
84,94,9,8.054970244128883,3148,1
83,97,9,9.352338882670505,1556,1
70,100,0,6.867229060841809,14393,0
79,94,1,6.6669151520799135,2552,0
56,95,5,6.728652150311278,3120,0
88,98,9,8.273351043407473,4085,1
72,97,4,8.241048505395774,4504,0
67,97,8,6.326519647177654,1156,0
90,97,4,6.878884891068637,9926,0
64,98,1,7.478969610765618,8505,0
53,99,9,4.793468815173899,8162,1
51,97,3,8.318912356130685,6523,0
84,96,8,9.102247836840842,8543,0
55,98,0,8.247548157259185,9055,0
101,100,10,4.631609132578168,5654,1
43,96,0,3.5449993168716887,7250,0
100,95,6,7.5630780102768975,12468,0
78,99,10,5.3597158265568705,8246,1
73,96,2,6.930700031184479,1154,0
66,92,9,8.802723080011322,8950,1
80,98,1,5.514567235402385,1996,0
74,95,8,5.93366801538656,11486,0
91,96,2,6.9150844588824745,5626,0
76,97,1,4.553735540026654,3905,0
77,97,7,5.363215705991186,14016,0
69,98,9,6.537286255626904,10369,1
74,96,5,6.049317696773373,1153,0
79,98,5,7.412611630698839,8853,0
49,96,9,10.6489694216589,13379,1
54,98,10,6.6487075091271866,7481,1
86,98,6,5.237432080942986,6599,0
77,95,6,8.627360532136347,2716,0
72,99,10,4.116772287019668,12394,1
75,95,5,4.416637743456339,12049,0
80,98,3,5.607344842028414,1786,0
