DATE,DAY_OF_THE_WEEK,MONTH,SEASON,ACTIVITY_steps,ACTIVITY_distance,ACTIVITY_soft,ACTIVITY_moderate,ACTIVITY_intense,ACTIVITY_hr_average,ACTIVITY_hr_min,ACTIVITY_hr_max,SLEEP_totalsleeptime,SLEEP_durationtosleep,SLEEP_hr_average,SLEEP_hr_min,SLEEP_hr_max,SLEEP_wakeupcount,SLEEP_wakeupduration
03.09.21,4,8,0,10380,8718,7321,4920,1500,68,39,96,30000,120,55,50,70,1,780
04.09.21,5,8,0,3332,3029,8761,1080,900,72,49,178,33660,120,52,48,62,3,1860
05.09.21,6,8,0,4263,3615,9780,1320,2280,67,44,99,34140,120,52,48,61,1,360
06.09.21,0,8,0,6316,5456,10320,3540,660,66,48,102,20580,120,52,47,62,4,360
07.09.21,1,8,0,5598,5021,8340,2460,4140,,,,20580,540,55,51,68,0,540
08.09.21,2,8,0,7764,6993,11222,2880,5820,78,51,150,31980,120,55,46,77,3,1740
09.09.21,3,8,0,11463,10824,5520,8400,3120,73,51,174,34560,120,55,47,68,1,300
10.09.21,4,8,0,1290,1316,6420,0,3720,69,50,84,38700,180,53,49,70,0,240
11.09.21,5,8,0,17662,15687,10260,10441,5160,87,51,142,33720,120,51,46,58,2,1140
12.09.21,6,8,0,13307,11351,16020,5460,5460,81,45,138,18480,120,59,50,73,2,1140
13.09.21,0,8,0,17392,15381,7500,10620,2940,81,55,123,30540,120,60,54,69,0,180
14.09.21,1,8,0,5158,4422,10860,1800,1860,70,51,105,32580,120,55,50,64,2,1560
15.09.21,2,8,0,8172,7657,11760,2760,7920,74,45,107,26820,120,59,54,74,2,600
16.09.21,3,8,0,5121,4624,5820,2700,0,74,50,137,40380,240,57,49,78,4,3300
17.09.21,4,8,0,11108,9464,11521,4320,3540,67,48,110,20040,120,50,46,60,0,180
18.09.21,5,8,0,9746,9395,7020,4920,4440,67,48,100,33900,120,54,48,79,2,780
19.09.21,6,8,0,4424,3974,7561,1919,720,79,43,194,24780,120,70,60,88,2,1200
20.09.21,0,8,0,3207,3068,4441,1920,0,77,47,94,30480,480,60,54,82,1,840
21.09.21,1,8,0,3894,3287,6780,1440,540,74,50,108,34020,120,62,54,78,0,420
22.09.21,2,8,1,10981,9956,6421,5399,2503,83,42,154,31680,120,69,56,79,2,1140
23.09.21,3,8,1,7320,7029,4741,2580,12240,74,50,130,29400,120,65,57,125,1,1020
24.09.21,4,8,1,12695,11635,9360,8460,1620,77,45,134,38460,120,58,49,67,3,2760
25.09.21,5,8,1,7785,6720,17822,3240,2220,72,43,172,19020,120,57,52,67,0,240
26.09.21,6,8,1,9499,8754,12179,4141,5940,81,44,182,21600,120,59,53,70,3,1200
27.09.21,0,8,1,5473,5190,9780,1320,4020,66,50,163,25860,120,56,50,69,3,2160
28.09.21,1,8,1,8353,8420,8521,3060,10380,70,53,114,28800,120,52,46,59,5,2340
29.09.21,2,8,1,8990,8135,11882,4320,4081,79,51,132,27900,120,53,48,63,3,1020
30.09.21,3,8,1,15208,14668,7501,8578,13508,83,45,142,21600,120,58,52,68,1,480
01.10.21,4,9,1,9035,8389,9841,5520,1560,63,52,118,30480,120,58,52,68,6,3300
02.10.21,5,9,1,7315,7445,9420,2867,7834,100,54,191,26940,120,56,50,71,0,300
03.10.21,6,9,1,7303,6972,11760,3240,1620,73,46,106,25980,120,59,52,74,0,180
04.10.21,0,9,1,751,729,5820,0,3180,69,48,177,26160,240,54,49,62,3,1560
05.10.21,1,9,1,5069,5314,11401,1620,7800,73,48,144,24360,120,57,52,70,3,1740
06.10.21,2,9,1,18880,18747,5220,10620,10834,76,42,192,25680,120,58,50,79,0,720
07.10.21,3,9,1,8003,7749,12000,4200,5160,75,48,158,27060,180,59,53,75,3,1020
08.10.21,4,9,1,7188,7035,15722,2520,9360,71,49,127,18480,120,59,54,70,2,1620
09.10.21,5,9,1,6012,5272,8461,2340,720,69,48,110,36420,120,54,47,73,6,2760
10.10.21,6,9,1,1744,1920,7261,0,7500,66,45,120,34320,120,53,48,62,2,900
11.10.21,0,9,1,5048,5018,6480,2220,8521,70,47,113,26160,120,54,51,66,1,420
12.10.21,1,9,1,6778,6250,6301,3480,1680,71,42,129,28980,180,58,51,72,2,1560
13.10.21,2,9,1,5603,5504,7800,2220,2881,66,45,96,27480,120,57,51,98,1,900
14.10.21,3,9,1,7323,7614,5640,4482,7203,78,41,166,23880,120,59,53,68,2,2280
15.10.21,4,9,1,2791,3170,6900,420,3060,78,59,120,29040,120,58,48,76,1,960
16.10.21,5,9,1,10969,10095,13862,4440,2940,80,45,120,29160,120,60,52,89,2,1260
17.10.21,6,9,1,8167,8328,4921,5014,3179,74,39,180,28020,120,56,53,67,3,2160
18.10.21,0,9,1,4388,5157,5160,3721,4860,82,41,189,32460,120,64,57,81,0,720
19.10.21,1,9,1,2395,2212,6841,0,6391,72,54,168,27360,120,57,52,71,1,780
20.10.21,2,9,1,650,636,6060,60,1020,68,49,204,28200,120,56,49,66,2,1440
21.10.21,3,9,1,16267,15278,3541,9420,11472,75,48,155,27060,120,53,48,70,5,3120
22.10.21,4,9,1,11274,10024,8221,5340,5579,75,41,159,34860,120,58,52,77,6,1860
23.10.21,5,9,1,14846,12759,7320,7620,4860,89,45,203,13080,120,,,,3,1980
24.10.21,6,9,1,7105,6057,9001,3420,780,68,46,108,37620,120,57,49,75,3,1200
25.10.21,0,9,1,2171,2172,8163,60,4860,71,44,155,33120,120,56,48,71,3,3720
26.10.21,1,9,1,2452,2425,6721,300,4003,66,37,132,25320,120,52,49,57,0,120
27.10.21,2,9,1,8354,8313,7801,3421,13620,74,57,139,28860,120,54,49,64,1,540
28.10.21,3,9,1,9678,8918,6721,4320,8938,74,40,171,23880,120,54,50,59,0,180
29.10.21,4,9,1,11398,11044,6180,5340,9121,71,42,139,35580,120,55,50,65,2,960
30.10.21,5,9,1,9174,8267,12299,3900,4500,73,53,110,26880,120,56,52,65,2,1620
31.10.21,6,9,1,6814,10302,8099,3420,4260,70,45,118,34920,420,55,49,75,5,1860
01.11.21,0,10,1,2506,2995,7380,0,5640,76,54,166,26160,120,57,52,71,5,2220
02.11.21,1,10,1,6753,7022,8100,3000,10016,85,43,154,31380,120,60,54,69,1,1140
03.11.21,2,10,1,3380,3560,7680,600,5940,77,44,138,27540,120,69,60,87,2,1860
04.11.21,3,10,1,2908,3283,6900,60,12735,84,48,152,25680,120,63,55,74,1,420
05.11.21,4,10,1,9353,9528,9661,5219,9240,84,47,189,29640,120,59,51,73,2,1140
06.11.21,5,10,1,16580,15480,12240,8880,3720,74,45,122,32760,120,61,51,87,1,660
07.11.21,6,10,1,11238,10545,9420,5760,7080,76,42,120,22140,120,57,52,73,3,1080
08.11.21,0,10,1,7191,6688,7140,2760,4020,68,41,167,12180,120,55,49,63,0,120
09.11.21,1,10,1,5085,4847,9060,1859,3840,75,43,169,40800,120,56,49,78,8,3960
10.11.21,2,10,1,2254,2246,8220,60,6211,75,48,205,30540,120,54,46,72,2,840
11.11.21,3,10,1,5211,8370,10260,1500,2340,65,40,174,19500,120,53,49,62,1,720
12.11.21,4,10,1,5562,7215,12060,480,6767,82,49,179,32040,180,53,48,68,3,1560
13.11.21,5,10,1,9500,8658,12721,4380,4920,70,49,183,20460,120,56,50,65,2,1200
14.11.21,6,10,1,7233,6721,9720,3060,5880,66,55,98,30660,120,56,49,65,1,660
15.11.21,0,10,1,5759,5051,7740,2400,780,79,59,159,20700,120,58,52,81,0,180
16.11.21,1,10,1,4550,4355,6060,2520,600,81,49,148,32100,120,62,53,136,1,840
17.11.21,2,10,1,2659,2573,6840,1020,2820,72,44,105,22860,120,59,49,72,2,480
18.11.21,3,10,1,10587,9669,9660,4740,8100,75,47,133,24480,120,55,49,62,4,2100
19.11.21,4,10,1,7817,7284,9926,4020,3720,68,52,106,33720,120,59,48,71,5,2040
20.11.21,5,10,1,5481,4737,11880,1860,1800,75,51,139,36360,120,59,52,69,4,1920
21.11.21,6,10,1,1928,1775,8880,480,1980,70,38,107,32940,120,53,49,68,0,180
22.11.21,0,10,1,10276,8821,11400,4440,660,69,46,130,19680,120,59,52,73,3,1500
23.11.21,1,10,1,7422,7033,9240,2400,5760,71,44,181,31380,120,55,50,69,2,1620
24.11.21,2,10,1,6644,6572,8880,1980,7980,74,51,178,23760,120,59,52,73,8,3720
25.11.21,3,10,1,10240,9458,9060,8706,4200,87,43,186,27420,120,58,49,73,4,2040
26.11.21,4,10,1,11809,10652,13141,5460,6840,83,48,136,32040,120,66,58,76,2,1380
27.11.21,5,10,1,5166,4512,8820,2100,2940,70,38,124,37260,120,57,48,71,1,1500
28.11.21,6,10,1,1737,1860,8460,0,7740,64,51,75,34200,120,56,50,73,3,1440
29.11.21,0,10,1,4810,4660,11280,1560,6960,75,53,178,26280,120,54,48,65,1,540
30.11.21,1,10,1,7806,7875,6540,4020,4020,69,46,146,29100,120,54,50,60,1,540
01.12.21,2,11,1,5718,5143,12060,1740,6840,71,55,185,23520,300,57,52,77,2,960
02.12.21,3,11,1,6912,6572,8880,6645,5340,84,47,178,28260,120,61,54,83,1,960
03.12.21,4,11,1,1628,1552,7499,360,600,73,45,124,28260,120,59,53,68,3,1860
04.12.21,5,11,1,3921,4675,5940,4760,1200,75,44,166,28740,120,59,52,75,3,1440
05.12.21,6,11,1,706,849,4261,0,2700,66,44,91,30420,120,58,50,68,3,1440
06.12.21,0,11,1,6621,6881,8220,8992,1620,80,45,169,27780,120,57,48,73,1,540
07.12.21,1,11,1,7293,6887,7440,3000,3660,76,53,95,30300,120,59,52,78,2,2160
08.12.21,2,11,1,2307,2460,6660,180,5040,75,49,109,29160,120,59,52,83,2,1500
09.12.21,3,11,1,7952,7700,7080,8552,2760,78,49,146,32640,120,57,50,73,2,900
10.12.21,4,11,1,5692,5645,9841,1800,7500,80,56,209,36180,120,60,53,74,3,2400
11.12.21,5,11,1,8646,7836,13560,3480,3600,70,54,115,20400,120,64,54,77,1,1140
12.12.21,6,11,1,8697,8388,10140,5160,3480,73,50,156,25560,120,56,51,66,3,1140
13.12.21,0,11,1,3280,2986,9540,540,3720,66,50,113,22560,120,57,51,71,4,2100
14.12.21,1,11,1,3443,3621,10561,600,7814,78,46,178,29700,120,53,47,68,5,1440
15.12.21,2,11,1,6893,6550,8460,2520,6540,81,47,183,32580,420,53,48,73,3,7260
16.12.21,3,11,1,7733,7626,10740,6909,1860,90,46,183,27780,120,54,52,59,4,2760
17.12.21,4,11,1,15982,15668,8519,11283,2280,86,53,191,18720,180,61,50,71,1,720
18.12.21,5,11,1,1890,2058,5820,120,6360,66,40,134,31380,120,55,47,89,4,2340
19.12.21,6,11,1,20288,18420,8940,8520,7080,81,48,175,21780,120,51,45,71,1,780
20.12.21,0,11,1,9621,9588,8100,5520,4560,62,39,143,22860,120,56,51,70,3,3600
21.12.21,1,11,2,6770,6212,8880,3540,2220,65,47,133,30660,120,50,44,60,0,120
22.12.21,2,11,2,10703,10132,8160,5580,4877,77,48,177,31860,120,50,43,73,3,1380
23.12.21,3,11,2,7716,7236,10680,3480,3360,71,44,143,28920,120,54,51,62,1,780
24.12.21,4,11,2,2041,2016,11279,60,4620,68,54,90,35580,120,56,51,67,0,120
25.12.21,5,11,2,8789,7778,7860,5460,0,67,49,134,33120,240,62,53,77,2,660
26.12.21,6,11,2,3704,187,2520,0,0,68,49,112,36540,120,51,47,60,1,780
27.12.21,0,11,2,8754,8235,15120,3540,300,74,45,149,32160,120,52,47,70,1,780
28.12.21,1,11,2,5821,4949,16800,1320,0,67,39,155,25860,120,55,52,70,1,480
29.12.21,2,11,2,10243,9119,7440,5700,0,70,39,109,33660,120,60,55,70,3,1320
30.12.21,3,11,2,4480,3766,14821,1200,0,68,43,98,28020,120,56,49,68,3,1860
31.12.21,4,11,2,4787,3921,12420,1140,0,76,51,132,34440,120,54,44,70,4,3540
01.01.22,5,0,2,6651,5868,6000,3120,4800,72,55,104,31680,180,58,50,68,1,540
02.01.22,6,0,2,2548,2376,5460,900,780,70,43,86,31980,180,53,48,65,4,3120
03.01.22,0,0,2,4210,4135,8880,1980,720,68,49,209,19740,120,54,46,61,2,660
04.01.22,1,0,2,7013,6090,7439,3240,2340,72,50,111,28320,120,54,49,59,1,360
05.01.22,2,0,2,7315,6822,9181,2580,7440,73,44,168,35520,120,56,50,61,3,1140
06.01.22,3,0,2,4233,3679,13200,420,4560,73,47,148,29700,120,58,51,71,4,1980
07.01.22,4,0,2,4783,4171,10440,1200,5940,73,44,200,30780,120,56,52,65,1,780
08.01.22,5,0,2,13769,13368,15480,6600,6660,85,44,182,19560,120,56,53,68,0,420
09.01.22,6,0,2,5816,5303,8640,2880,5940,67,49,108,23100,120,58,52,72,0,540
10.01.22,0,0,2,5902,5829,8581,2280,9300,67,52,141,19740,120,55,46,61,2,840
11.01.22,1,0,2,8424,8368,8340,5991,10169,87,47,182,28860,120,56,51,65,0,600
12.01.22,2,0,2,799,850,5700,0,2880,70,49,142,32280,120,65,53,78,4,2520
13.01.22,3,0,2,1663,1995,3720,840,3660,74,47,164,29160,120,63,52,88,3,1440
14.01.22,4,0,2,2026,1912,7140,360,1620,69,53,97,19920,120,61,57,75,0,720
15.01.22,5,0,2,,,,,,,,,33660,120,60,52,71,2,2220
16.01.22,6,0,2,1858,2633,5100,0,8040,81,46,187,36420,120,63,45,92,2,1260
17.01.22,0,0,2,6786,6786,10560,5964,9769,90,52,178,27120,180,59,48,78,2,1140
18.01.22,1,0,2,2352,2044,8939,660,0,65,45,129,25800,120,61,54,72,2,720
19.01.22,2,0,2,4570,3805,9240,1080,840,66,45,87,18600,120,52,44,66,5,3300
20.01.22,3,0,2,4328,4010,8040,960,5434,74,41,159,30600,120,55,47,76,2,660
21.01.22,4,0,2,1389,1456,5580,120,1980,70,50,89,37680,120,55,49,70,3,1860
22.01.22,5,0,2,8669,8009,9060,4380,4440,71,46,157,34620,120,54,46,74,3,1320
23.01.22,6,0,2,1592,1556,6660,600,1183,71,43,174,39720,120,54,48,66,3,1560
24.01.22,0,0,2,4582,4265,8100,2280,5880,66,44,152,29340,120,54,50,67,0,120
25.01.22,1,0,2,10273,9578,7500,5880,0,63,47,99,,,,,,,
26.01.22,2,0,2,8632,7712,9060,3720,660,65,49,90,31140,120,50,45,64,3,1560
27.01.22,3,0,2,1944,1937,9180,900,3540,69,51,173,28920,180,49,43,58,1,660
28.01.22,4,0,2,4516,4094,9180,1860,3900,65,45,183,21180,120,49,45,59,1,780
29.01.22,5,0,2,4941,4768,14101,840,3660,66,45,133,23700,120,53,47,61,2,1080
30.01.22,6,0,2,5094,4954,10500,2460,0,70,47,93,25200,120,54,47,63,2,660
31.01.22,0,0,2,6680,6353,12721,2580,5520,71,45,163,19200,120,55,49,66,1,720
01.02.22,1,1,2,2139,2244,7140,0,8100,69,46,85,32640,120,61,53,83,0,120
02.02.22,2,1,2,8829,9178,13681,1440,16200,73,47,142,19380,120,55,47,63,0,120
03.02.22,3,1,2,8579,9484,6419,5705,5040,77,47,175,30480,120,60,53,73,1,540
04.02.22,4,1,2,6239,5761,8340,3240,2520,68,46,117,23100,120,52,47,62,0,120
05.02.22,5,1,2,14224,12846,13740,10243,5520,85,54,203,21840,120,61,53,71,2,1020
06.02.22,6,1,2,4658,4695,10620,2160,4920,69,44,104,35280,120,60,49,89,3,2220
07.02.22,0,1,2,3888,3804,6600,1800,2460,67,50,126,24900,120,57,51,72,3,1860
08.02.22,1,1,2,12842,13642,7199,7440,10963,85,48,172,24840,120,57,53,76,1,780
09.02.22,2,1,2,16696,16198,8520,9240,8160,84,48,176,25620,120,61,50,73,1,720
10.02.22,3,1,2,16477,15651,6001,10140,5100,79,51,182,21000,240,70,60,88,2,960
11.02.22,4,1,2,5845,4942,10081,2400,2700,75,42,190,35400,180,58,47,79,4,1620
12.02.22,5,1,2,11562,11086,9300,6900,6540,75,48,151,32220,240,59,49,74,4,2940
13.02.22,6,1,2,17046,15491,7620,10800,1140,75,49,135,33720,120,56,51,90,3,1440
14.02.22,0,1,2,9881,8353,15060,3540,1320,76,51,171,24360,120,59,53,75,3,1500
15.02.22,1,1,2,12417,11869,12000,6060,6480,76,48,120,26340,120,59,52,75,3,1020
16.02.22,2,1,2,12380,11356,9480,7380,9660,83,47,140,18840,240,64,59,72,1,1200
17.02.22,3,1,2,4249,4181,13681,1020,9720,90,83,93,24720,180,73,61,92,2,1200
18.02.22,4,1,2,8559,7522,13860,3600,4440,,,,22680,120,62,52,80,0,780
19.02.22,5,1,2,6881,6526,17760,1353,9960,,,,22260,120,57,50,73,1,480
20.02.22,6,1,2,11263,13585,4860,14869,1920,81,40,170,31080,180,60,52,72,7,3000
21.02.22,0,1,2,4737,4614,9000,2820,3420,65,45,114,21120,120,62,53,73,3,1560
22.02.22,1,1,2,2624,2681,8160,1440,4740,74,45,121,29460,120,57,51,68,3,1020
23.02.22,2,1,2,1165,1340,5700,0,2100,68,43,110,31140,120,61,52,116,3,1740
24.02.22,3,1,2,7379,7281,7380,2986,6960,83,47,172,34560,120,59,48,76,2,780
25.02.22,4,1,2,5469,5288,11220,1740,9720,76,45,119,30480,120,61,51,78,1,540
26.02.22,5,1,2,8207,7609,20040,1980,6600,78,51,175,22800,120,55,49,68,1,600
27.02.22,6,1,2,10694,9309,14160,6180,1680,77,47,203,29280,180,58,49,75,2,720
28.02.22,0,1,2,4911,4443,8220,2100,0,74,46,157,26760,180,55,48,65,1,600
01.03.22,1,2,2,773,721,6541,120,600,72,49,106,28200,120,64,57,74,3,1560
02.03.22,2,2,2,2080,2470,5281,3060,5220,75,51,191,31140,120,62,53,87,2,1320
03.03.22,3,2,2,6963,6799,8040,6604,1920,78,43,186,23220,240,63,57,84,2,660
04.03.22,4,2,2,11469,10391,9541,8222,3540,77,46,198,20100,120,67,60,76,1,660
05.03.22,5,2,2,7729,6654,8040,4140,840,69,47,107,42180,120,61,52,78,2,2460
06.03.22,6,2,2,9501,8422,9721,5400,1740,64,60,72,38040,120,54,48,66,3,1500
07.03.22,0,2,2,1944,2061,7201,60,6960,63,53,80,28260,120,52,47,67,1,300
08.03.22,1,2,2,12458,12040,11520,7500,4440,49,43,55,33420,120,51,43,64,7,3360
09.03.22,2,2,2,2295,2270,7860,240,4080,68,53,134,25320,120,58,50,93,6,2220
10.03.22,3,2,2,9603,9542,8341,4020,8220,72,49,181,30900,120,54,49,63,1,600
11.03.22,4,2,2,6828,6811,8400,9085,3600,80,42,142,19140,420,58,54,69,0,420
12.03.22,5,2,2,14168,12300,6720,7080,3660,81,52,136,31020,120,60,52,74,2,1500
13.03.22,6,2,2,935,873,6299,60,840,68,55,94,25020,120,58,53,68,3,1320
14.03.22,0,2,2,5640,5545,7742,2880,1619,,,,27420,120,60,53,76,3,1800
15.03.22,1,2,2,8832,8276,6059,4681,780,81,48,129,31200,120,65,53,78,4,2640
16.03.22,2,2,2,8765,9429,4020,9803,3840,86,43,176,30600,120,60,52,78,1,300
17.03.22,3,2,2,5985,6035,7380,4800,3360,77,54,180,30360,120,60,46,78,4,5580
18.03.22,4,2,2,4740,4429,8400,2760,0,67,47,86,17280,120,56,51,75,1,420
19.03.22,5,2,2,9084,8603,6601,7500,3660,74,56,134,37980,120,55,45,83,5,2460
20.03.22,6,2,3,8598,8175,10740,10200,4080,70,51,112,29880,120,53,47,71,0,120
21.03.22,0,2,3,6239,6033,7020,9060,4800,70,55,152,27180,120,56,50,74,3,840
22.03.22,1,2,3,3189,2990,7320,3120,2040,64,45,91,31020,120,54,48,90,1,360
23.03.22,2,2,3,7317,6319,13740,8460,5340,67,49,117,28440,120,55,50,73,1,420
24.03.22,3,2,3,4696,4497,10021,3060,7020,70,43,122,28020,180,53,48,60,0,180
25.03.22,4,2,3,9294,8865,10861,5700,9480,76,57,113,29040,240,56,50,75,2,1380
26.03.22,5,2,3,7200,6957,9601,11579,11964,87,45,168,33540,120,59,48,74,4,3060
27.03.22,6,2,3,2582,2511,10139,8100,5520,76,38,135,30060,120,57,50,72,4,1440
28.03.22,0,2,3,12450,11588,7980,16260,9360,69,54,124,26880,120,54,48,69,2,1440
29.03.22,1,2,3,7508,7542,6780,9446,4740,68,52,121,19740,120,55,50,65,3,1500
30.03.22,2,2,3,4522,4295,8760,3660,5340,73,47,112,31740,120,55,48,67,1,300
31.03.22,3,2,3,11843,11223,8340,12180,3840,76,53,177,29400,120,56,50,68,1,600
01.04.22,4,3,3,2165,2079,10680,960,0,69,45,118,26340,120,56,53,64,1,720
02.04.22,5,3,3,19484,17778,9600,14987,4680,85,40,184,33600,120,58,52,74,2,1140
03.04.22,6,3,3,741,705,7080,1440,0,74,50,103,29280,120,59,53,71,1,420
04.04.22,0,3,3,10391,9930,7560,8580,1140,72,43,89,32940,120,56,50,68,0,480
05.04.22,1,3,3,4908,4617,10258,2460,1200,68,47,126,22320,120,57,51,71,0,120
06.04.22,2,3,3,791,776,4979,180,0,71,45,103,,,,,,,
07.04.22,3,3,3,2718,3547,4200,12720,9840,73,51,104,,,,,,,
08.04.22,4,3,3,5840,5897,8460,14280,10620,74,43,104,29580,240,60,49,82,4,1860
09.04.22,5,3,3,3071,2830,6480,2940,1620,65,45,151,44700,120,58,49,163,7,3000
10.04.22,6,3,3,6169,5724,11340,8460,4380,73,51,167,33840,120,55,46,71,0,240
11.04.22,0,3,3,8892,7513,14640,6420,5225,69,46,166,26520,120,53,45,70,1,420
12.04.22,1,3,3,3942,3590,11340,6300,6960,69,53,101,22560,720,74,74,74,0,720
13.04.22,2,3,3,1159,1206,4920,3540,3180,96,65,196,32460,120,67,51,99,3,1620
14.04.22,3,3,3,11268,9917,9420,7260,1560,80,46,133,33720,120,85,72,111,1,1440
