DATE,DAY_OF_THE_WEEK,MONTH,SEASON,ACTIVITY_steps,ACTIVITY_distance,ACTIVITY_soft,ACTIVITY_moderate,ACTIVITY_intense,ACTIVITY_hr_average,ACTIVITY_hr_min,ACTIVITY_hr_max,SLEEP_totalsleeptime,SLEEP_durationtosleep,SLEEP_hr_average,SLEEP_hr_min,SLEEP_hr_max,SLEEP_wakeupcount,SLEEP_wakeupduration
02.11.21,1,10,1,4113,2798,12961,120,0,94,55,176,29940,120,79,72,85,0,180
03.11.21,2,10,1,3583,2483,9721,360,960,90,45,190,29940,120,80,67,112,3,2280
04.11.21,3,10,1,4232,3071,12120,120,2880,104,63,188,24120,120,77,60,102,4,2760
05.11.21,4,10,1,4722,3382,16081,0,2400,94,47,186,,,,,,,
06.11.21,5,10,1,8612,6766,16441,420,3960,107,59,199,30660,120,76,40,116,2,1860
07.11.21,6,10,1,3355,2390,10860,120,2409,94,44,165,24600,120,90,77,105,0,240
08.11.21,0,10,1,3868,2862,11821,0,4072,77,69,82,33480,120,81,65,117,7,3120
09.11.21,1,10,1,3077,2195,12000,0,1195,97,47,187,28680,120,82,73,120,4,1800
10.11.21,2,10,1,4666,3248,9721,780,0,90,55,195,31140,120,84,75,95,5,3060
11.11.21,3,10,1,4737,7202,13623,0,840,95,48,182,28620,120,80,76,101,1,780
12.11.21,4,10,1,7936,5441,20162,360,1842,102,57,187,30540,120,76,64,94,2,1140
13.11.21,5,10,1,10571,7679,20460,960,1980,99,60,142,31860,120,80,67,122,4,2520
14.11.21,6,10,1,6713,4578,23822,0,0,98,53,129,32100,120,81,65,108,2,1020
15.11.21,0,10,1,3313,2442,9362,0,2400,99,76,170,26280,240,78,68,109,2,1680
16.11.21,1,10,1,2861,2021,12060,120,1500,,,,29820,120,77,65,109,5,1920
17.11.21,2,10,1,4140,3125,13200,120,2760,93,74,168,31020,120,78,70,97,4,3180
18.11.21,3,10,1,4540,3116,13499,180,1620,96,52,198,29700,120,75,66,102,4,2160
19.11.21,4,10,1,2465,1825,7501,240,1500,88,58,150,27420,120,74,68,82,1,660
20.11.21,5,10,1,6215,4193,20042,60,0,89,46,130,32400,180,70,55,88,1,1260
21.11.21,6,10,1,7676,5239,18900,660,720,,,,19860,120,70,59,78,0,300
22.11.21,0,10,1,3645,2510,13381,0,1800,88,59,183,29700,120,72,54,106,8,3720
23.11.21,1,10,1,6809,4808,11520,960,2100,,,,27000,360,,,,2,1680
24.11.21,2,10,1,3334,2505,11040,0,3420,88,56,172,28140,120,,,,4,1200
25.11.21,3,10,1,3989,2770,14340,60,1620,87,66,149,25080,180,73,60,82,1,780
26.11.21,4,10,1,4174,2861,13201,0,1620,88,58,200,22920,120,76,67,91,2,900
27.11.21,5,10,1,8934,6506,18958,782,3240,,,,19680,120,78,69,93,1,660
28.11.21,6,10,1,3032,2101,15000,0,600,91,45,152,21120,120,80,70,88,2,1080
29.11.21,0,10,1,7137,5100,12060,1440,2580,57,57,57,27599,180,81,75,101,3,1561
30.11.21,1,10,1,4595,3181,14701,60,2040,92,41,142,26700,120,72,56,83,2,1620
01.12.21,2,11,1,5740,4083,16620,900,1860,94,49,176,26280,180,74,67,81,3,2400
02.12.21,3,11,1,4172,3043,13500,960,0,77,66,87,33660,120,76,66,84,2,600
03.12.21,4,11,1,6822,4832,17160,120,3540,,,,11580,120,78,70,85,0,240
04.12.21,5,11,1,10582,7767,22261,1440,1800,95,42,150,25080,180,76,66,85,2,1380
05.12.21,6,11,1,2551,1768,13982,60,540,98,49,194,32040,120,81,68,113,1,1020
06.12.21,0,11,1,5386,3746,12601,540,1740,94,58,200,21420,120,74,67,82,2,1080
07.12.21,1,11,1,3283,2258,15180,0,0,94,43,161,30360,120,79,71,110,3,1500
08.12.21,2,11,1,4872,3423,13442,60,1620,91,40,144,18840,120,76,68,88,1,1380
09.12.21,3,11,1,2660,1961,10261,120,1981,92,45,197,26820,120,78,71,84,8,3720
10.12.21,4,11,1,5630,4000,11823,1439,0,,,,34440,180,79,51,113,7,2400
11.12.21,5,11,1,8574,5692,18901,1620,0,97,45,199,14400,120,81,71,87,3,1800
12.12.21,6,11,1,3618,2485,18542,0,0,93,56,150,35940,120,75,65,94,3,1980
13.12.21,0,11,1,2388,1667,10742,60,540,90,48,163,27480,120,75,40,96,4,3420
14.12.21,1,11,1,3958,2689,14581,0,0,90,43,125,40920,180,78,62,112,6,5580
15.12.21,2,11,1,4825,3367,14822,60,720,,,,29340,120,75,68,87,1,360
16.12.21,3,11,1,2777,2022,10320,60,2640,91,46,185,19620,120,80,67,110,3,1140
17.12.21,4,11,1,6015,4335,18781,1440,0,94,58,192,26880,180,78,59,104,2,900
18.12.21,5,11,1,6260,4512,10381,1259,60,91,45,190,,,,,,,
19.12.21,6,11,1,3555,2411,13367,60,0,88,45,164,24000,120,75,64,84,2,600
20.12.21,0,11,1,4578,3259,16322,300,2280,84,47,136,16440,120,67,58,80,4,1800
21.12.21,1,11,2,4324,3041,18600,360,0,81,53,179,18240,120,69,63,76,0,120
22.12.21,2,11,2,4893,3763,13441,720,3090,86,45,183,29220,120,74,61,170,3,1620
23.12.21,3,11,2,4220,2896,13981,120,0,85,43,171,18300,120,69,61,76,4,1080
24.12.21,4,11,2,5363,3698,20761,60,0,85,50,164,,,,,,,
25.12.21,5,11,2,4494,3106,27121,0,0,88,47,129,,,,,,,
26.12.21,6,11,2,,,,,,,,,35280,120,71,53,80,3,900
27.12.21,0,11,2,,,,,,,,,,,,,,,
28.12.21,1,11,2,,,,,,,,,,,,,,,
29.12.21,2,11,2,,,,,,,,,,,,,,,
30.12.21,3,11,2,,,,,,,,,,,,,,,
31.12.21,4,11,2,4617,3135,14280,60,0,103,52,142,,,,,,,
01.01.22,5,0,2,9324,6567,20700,240,2280,101,54,156,31440,120,83,75,108,3,1380
02.01.22,6,0,2,3421,2299,8520,0,0,94,64,153,24420,120,84,70,95,4,1740
03.01.22,0,0,2,,,,,,,,,31500,120,78,69,89,3,2760
04.01.22,1,0,2,3180,2199,12481,0,840,84,45,126,29580,120,77,67,97,4,2520
05.01.22,2,0,2,7165,4874,24839,60,0,97,46,138,29700,120,78,71,88,4,1800
06.01.22,3,0,2,6035,4161,20582,240,0,94,48,181,26880,120,75,68,90,3,1560
07.01.22,4,0,2,4706,3192,18841,120,0,96,61,190,,,,,,,
08.01.22,5,0,2,3220,2249,17701,0,0,88,46,125,31920,120,78,49,110,7,2400
09.01.22,6,0,2,3005,2085,19743,0,0,91,46,140,27180,120,81,70,107,2,660
10.01.22,0,0,2,3514,2442,11880,60,2100,97,46,188,22140,120,75,64,84,5,2580
11.01.22,1,0,2,3501,2461,15300,60,1740,93,49,171,30420,120,81,73,93,3,720
12.01.22,2,0,2,2674,1878,10380,180,1140,89,56,124,28500,180,80,69,115,2,900
13.01.22,3,0,2,3184,2294,10500,60,3180,86,44,170,25380,180,74,59,100,2,1200
14.01.22,4,0,2,4411,2970,13501,360,0,81,43,187,32400,120,76,68,113,2,1500
15.01.22,5,0,2,8290,5799,20461,2340,0,89,51,135,35340,120,68,57,110,4,2220
16.01.22,6,0,2,2686,1963,13802,0,1500,89,55,148,32640,120,73,58,91,6,2820
17.01.22,0,0,2,2546,1794,7860,0,2640,82,43,149,,,,,,,
18.01.22,1,0,2,2367,1732,7799,120,1560,87,56,106,27000,120,73,63,107,1,300
19.01.22,2,0,2,2537,1773,10440,0,540,92,40,125,26040,120,81,70,106,1,360
20.01.22,3,0,2,3102,2149,11280,0,780,,,,29280,120,79,71,88,0,120
21.01.22,4,0,2,3271,2304,13320,180,1800,89,45,158,31260,600,74,61,87,2,2100
22.01.22,5,0,2,3620,2633,14940,720,0,,,,35220,120,75,52,88,3,2160
23.01.22,6,0,2,1462,1011,7740,0,0,77,48,116,32940,120,69,57,85,4,1620
24.01.22,0,0,2,3403,2375,9661,60,1620,87,46,149,30060,180,68,54,79,2,660
25.01.22,1,0,2,5542,3798,13621,420,1560,,,,31620,720,71,59,99,2,1980
26.01.22,2,0,2,2811,1932,8762,0,1560,84,47,118,33360,120,70,56,82,4,1680
27.01.22,3,0,2,4039,2898,9540,540,2280,86,42,144,29820,120,68,58,84,2,780
28.01.22,4,0,2,5753,4299,10262,2160,1919,87,44,171,32640,120,74,66,92,5,2940
29.01.22,5,0,2,3115,2144,17821,60,960,90,46,151,29820,120,72,61,108,1,960
30.01.22,6,0,2,2671,1896,12780,60,2040,82,43,137,28980,120,68,53,82,4,2880
31.01.22,0,0,2,2721,2029,8640,60,2520,81,46,118,25380,120,73,51,175,1,540
01.02.22,1,1,2,3457,2347,11281,0,2280,89,44,151,30840,120,71,62,96,1,840
02.02.22,2,1,2,2577,1815,7860,0,1860,86,43,194,29880,120,72,61,91,0,120
03.02.22,3,1,2,4533,3164,13980,120,2100,99,62,135,31980,180,70,62,85,2,1320
04.02.22,4,1,2,6425,4717,10140,1860,1560,,,,39000,120,,,,2,1200
05.02.22,5,1,2,3405,2326,17400,0,2280,,,,24840,120,,,,2,900
06.02.22,6,1,2,3853,2617,11341,421,0,85,55,117,,,,,,,
07.02.22,0,1,2,3561,2444,11880,120,1200,90,50,149,31200,120,73,62,87,2,1140
08.02.22,1,1,2,6463,4426,11701,1500,1860,86,54,130,29160,120,76,61,90,3,1500
09.02.22,2,1,2,3815,2700,14341,240,1800,88,52,142,33060,120,76,55,107,2,540
10.02.22,3,1,2,3888,2734,22081,60,0,90,40,164,33420,120,70,53,107,4,3600
11.02.22,4,1,2,4666,3343,16200,420,1920,92,56,198,18660,120,69,58,96,2,1860
12.02.22,5,1,2,4692,3352,18363,60,60,84,41,127,28860,120,72,54,131,7,2460
13.02.22,6,1,2,6306,4434,14281,1800,0,,,,22740,180,67,53,78,2,900
14.02.22,0,1,2,1447,998,8400,0,0,85,46,124,31080,120,69,60,78,0,300
15.02.22,1,1,2,4054,2775,10561,660,2280,78,46,128,26520,120,71,62,103,2,1560
16.02.22,2,1,2,2180,1474,8100,0,0,78,52,167,29400,120,70,55,121,5,4080
17.02.22,3,1,2,3186,2181,17702,60,0,82,42,150,29640,120,67,51,143,1,2520
18.02.22,4,1,2,2461,1808,11641,0,1980,,,,31260,120,67,53,89,2,1500
19.02.22,5,1,2,4558,3196,14580,0,1980,81,49,125,17700,660,66,57,80,0,720
20.02.22,6,1,2,3889,2696,11520,540,1980,,,,,,,,,,
21.02.22,0,1,2,2708,1912,8160,120,1740,82,51,176,25560,120,64,55,73,2,720
22.02.22,1,1,2,3790,2596,17221,120,600,86,54,129,32460,180,66,54,81,4,2280
23.02.22,2,1,2,4933,3355,10981,601,1560,84,50,139,,,,,,,
24.02.22,3,1,2,3044,2160,10200,540,0,76,49,122,30180,120,62,50,81,1,720
25.02.22,4,1,2,6429,4581,13922,1260,3060,81,57,142,,,,,,,
26.02.22,5,1,2,4942,3552,17640,541,1620,77,40,128,17940,120,67,56,74,1,840
27.02.22,6,1,2,2292,1583,9541,0,0,85,48,173,35220,180,70,56,106,5,2520
28.02.22,0,1,2,4378,3166,9241,660,1859,83,67,102,26040,720,70,59,102,1,1380
01.03.22,1,2,2,3703,2635,18060,180,1800,87,59,139,26160,120,73,61,83,0,300
02.03.22,2,2,2,4138,2816,14160,60,0,90,52,139,31080,120,73,54,95,0,120
03.03.22,3,2,2,2466,1744,8640,60,1920,,,,29040,180,75,61,98,0,240
04.03.22,4,2,2,3111,2212,9601,180,1020,72,46,97,29400,120,62,48,75,1,660
05.03.22,5,2,2,7360,5124,19500,0,2760,95,45,163,16920,120,68,58,80,0,120
06.03.22,6,2,2,4899,3574,9361,1080,3300,94,47,154,,,,,,,
07.03.22,0,2,2,3053,2135,8821,240,1740,87,45,130,27960,120,70,56,78,0,120
08.03.22,1,2,2,2927,2052,14401,180,1680,91,55,144,45000,120,71,56,113,4,2340
09.03.22,2,2,2,3910,2787,13501,120,2040,86,56,188,29520,120,77,60,98,2,1620
10.03.22,3,2,2,3111,2108,11220,120,0,87,48,148,23400,120,72,55,83,1,660
11.03.22,4,2,2,3446,2393,14040,0,0,92,52,146,42840,120,71,58,88,5,3900
12.03.22,5,2,2,3277,2259,13560,0,1260,95,46,157,,,,,,,
13.03.22,6,2,2,7637,5434,16862,2581,0,92,47,162,15720,120,76,66,114,1,540
14.03.22,0,2,2,1359,937,7081,0,0,86,49,206,24600,120,88,72,129,1,480
15.03.22,1,2,2,3584,2460,16199,0,1380,83,43,133,24240,120,71,58,80,0,180
16.03.22,2,2,2,1957,1380,8100,0,600,82,44,130,44760,120,69,55,112,4,2100
17.03.22,3,2,2,1451,1051,5940,0,840,77,51,128,37200,120,69,54,90,6,2940
18.03.22,4,2,2,9512,6871,16560,3120,2160,65,60,71,34680,120,,,,5,2520
19.03.22,5,2,2,1922,1322,11461,0,0,81,59,108,,,,,,,
20.03.22,6,2,3,3491,2445,12302,240,0,74,45,103,22080,120,61,46,75,3,1500
21.03.22,0,2,3,2902,1964,16744,120,0,86,47,152,38040,120,58,50,72,1,960
22.03.22,1,2,3,5575,3834,9660,1260,1260,93,55,178,36720,240,64,55,77,2,1860
23.03.22,2,2,3,2150,1513,8700,120,540,86,68,170,33480,120,64,51,76,1,1080
24.03.22,3,2,3,1710,1187,9781,0,540,86,46,165,33000,120,68,54,109,4,1320
25.03.22,4,2,3,1854,1345,7200,0,1560,91,69,156,14520,120,75,60,92,1,480
26.03.22,5,2,3,5324,3951,19380,180,3780,92,47,184,,,,,,,
27.03.22,6,2,3,8106,5374,15060,1740,0,99,57,185,,,,,,,
28.03.22,0,2,3,4274,3077,9480,1080,0,76,54,120,27720,120,67,53,122,1,540
29.03.22,1,2,3,1948,1354,8102,0,0,79,60,137,25800,120,70,58,79,2,2040
30.03.22,2,2,3,2668,1825,10740,0,0,83,42,191,31080,120,64,53,94,0,120
31.03.22,3,2,3,2851,1964,9600,60,0,82,50,120,25800,120,66,53,75,0,120
01.04.22,4,3,3,7041,5524,11161,3840,720,88,50,176,28140,120,67,55,79,0,120
02.04.22,5,3,3,2679,1910,7500,480,0,,,,,,,,,,
03.04.22,6,3,3,5516,3799,12362,1440,0,99,48,193,,,,,,,
04.04.22,0,3,3,5356,3709,13861,779,840,86,48,129,16860,120,75,64,101,0,120
05.04.22,1,3,3,5795,4085,12901,1920,960,85,61,122,30840,240,75,64,83,0,240
06.04.22,2,3,3,4270,2878,14160,0,0,84,61,121,23460,180,77,63,106,1,780
07.04.22,3,3,3,6868,5171,13440,1920,840,88,51,141,,,,,,,
08.04.22,4,3,3,3970,2732,15000,0,0,81,61,137,29640,120,77,68,105,0,120
09.04.22,5,3,3,11402,8075,19981,3540,1020,,,,27840,180,74,61,97,1,840
10.04.22,6,3,3,4352,2892,12602,181,0,81,48,118,,,,,,,
11.04.22,0,3,3,5975,4157,12000,720,2040,89,55,169,31200,120,70,58,92,1,540
12.04.22,1,3,3,2773,1901,9360,0,660,81,44,137,29460,120,70,55,104,1,720
13.04.22,2,3,3,10364,7352,18240,2400,600,91,49,187,38100,120,68,50,93,2,1260
14.04.22,3,3,3,5597,3791,16468,840,0,81,53,164,30840,120,71,59,95,2,480
15.04.22,4,3,3,4814,3419,18241,60,900,82,59,127,,,,,,,
16.04.22,5,3,3,8985,6042,22921,660,0,98,65,195,,,,,,,
17.04.22,6,3,3,2889,1919,11821,0,0,78,50,125,35940,120,63,48,76,1,300
18.04.22,0,3,3,3331,2291,13309,120,1020,81,52,126,16740,840,72,64,99,2,1980
19.04.22,1,3,3,5943,4173,14340,780,0,78,56,154,32580,120,63,56,81,1,660
20.04.22,2,3,3,3215,2169,11641,0,0,84,40,158,30600,120,67,58,73,0,120
21.04.22,3,3,3,8944,6222,22141,120,3480,96,45,195,32820,480,66,54,84,1,900
