DATE,DAY_OF_THE_WEEK,MONTH,SEASON,ACTIVITY_steps,ACTIVITY_distance,ACTIVITY_soft,ACTIVITY_moderate,ACTIVITY_intense,ACTIVITY_hr_average,ACTIVITY_hr_min,ACTIVITY_hr_max,SLEEP_totalsleeptime,SLEEP_durationtosleep,SLEEP_hr_average,SLEEP_hr_min,SLEEP_hr_max,SLEEP_wakeupcount,SLEEP_wakeupduration
14.08.21,5,7,0,10129,7141,17642,1980,0,90,71,170,24720,120,68,55,107,2,1140
15.08.21,6,7,0,2787,1987,12720,300,0,77,55,120,11100,120,75,70,81,0,120
16.08.21,0,7,0,4309,3257,10020,1440,0,84,63,111,27480,120,64,57,93,0,540
17.08.21,1,7,0,4784,3284,9961,0,5460,86,62,158,28620,120,71,58,94,3,2040
18.08.21,2,7,0,3184,2240,10440,0,3120,92,51,188,29100,120,64,58,73,2,1320
19.08.21,3,7,0,3708,2546,12781,60,0,83,57,118,24840,120,65,58,83,0,180
20.08.21,4,7,0,4662,3205,14403,0,0,84,65,111,25680,240,66,59,89,1,720
21.08.21,5,7,0,4165,2924,15243,60,600,88,66,173,20700,300,64,53,99,1,900
22.08.21,6,7,0,4102,2891,12300,420,0,87,51,121,18660,120,77,63,108,1,300
23.08.21,0,7,0,9934,6786,15538,3181,0,83,45,163,,,,,,,
24.08.21,1,7,0,5723,5306,5400,4020,0,80,46,157,42300,120,63,59,71,1,1080
25.08.21,2,7,0,5835,4229,12419,1381,0,84,59,153,38160,120,55,49,64,0,180
26.08.21,3,7,0,2367,1714,9240,420,0,78,55,179,25440,120,63,54,114,2,1260
27.08.21,4,7,0,2223,2388,6300,0,2580,80,54,201,40080,120,61,52,86,2,1140
28.08.21,5,7,0,10421,8772,7440,6240,0,82,59,170,35100,120,62,54,76,2,540
29.08.21,6,7,0,1320,970,4200,60,1860,82,53,167,44040,120,62,53,107,3,4440
30.08.21,0,7,0,892,620,5700,0,0,76,45,107,32760,120,59,52,77,1,780
31.08.21,1,7,0,1093,799,5341,60,0,60,53,75,38580,120,61,53,75,1,600
01.09.21,2,8,0,9910,7821,6240,6120,0,78,62,125,32160,120,59,54,70,2,1440
02.09.21,3,8,0,6614,4988,5400,3840,0,,,,36780,120,62,55,85,4,1620
03.09.21,4,8,0,1038,730,5941,0,0,75,60,112,31260,900,61,53,76,2,2460
04.09.21,5,8,0,698,505,4140,0,0,76,54,125,34620,180,62,50,112,2,2460
05.09.21,6,8,0,4449,3596,7263,2640,0,84,66,114,34800,240,62,54,100,3,1741
06.09.21,0,8,0,6525,4784,7501,3240,0,,,,11160,120,73,61,85,0,480
07.09.21,1,8,0,5232,3972,7440,2580,0,78,55,165,,,,,,,
08.09.21,2,8,0,9599,7242,10620,3841,0,98,56,156,30600,120,67,58,87,0,180
09.09.21,3,8,0,12128,9706,3600,8700,0,68,59,91,36540,120,65,59,73,3,1080
10.09.21,4,8,0,763,540,4622,0,0,84,61,194,36120,120,68,56,112,2,1680
11.09.21,5,8,0,18792,14968,6840,11760,0,101,62,176,36060,120,67,58,108,2,1260
12.09.21,6,8,0,14467,10870,12961,6300,0,86,65,173,,,,,,,
13.09.21,0,8,0,18601,14350,9659,10801,0,92,59,172,31680,120,65,50,110,1,720
14.09.21,1,8,0,4839,3932,5340,3060,0,76,63,94,36000,120,64,55,95,1,900
15.09.21,2,8,0,9897,7418,15422,3720,0,91,63,166,28140,120,64,55,80,1,840
16.09.21,3,8,0,7208,5318,8519,2701,0,64,57,109,36360,120,65,57,82,5,2640
17.09.21,4,8,0,13974,10861,10918,7741,0,82,59,167,20159,121,62,54,72,0,181
18.09.21,5,8,0,,,,,,,,,34020,120,60,54,70,4,1860
19.09.21,6,8,0,691,487,4200,0,0,75,41,116,39480,120,58,53,84,1,720
20.09.21,0,8,0,612,434,4200,0,0,75,48,120,32520,240,59,52,88,1,1620
21.09.21,1,8,0,3401,2647,6722,1139,0,78,48,133,26880,120,59,53,77,3,1020
22.09.21,2,8,1,5698,4667,6000,3300,0,83,56,140,31680,120,61,54,93,1,540
23.09.21,3,8,1,7255,5367,9840,2520,0,82,54,162,20940,120,63,53,100,1,1080
24.09.21,4,8,1,9252,7226,4321,6180,0,76,61,110,41040,120,63,55,95,0,600
25.09.21,5,8,1,9944,7363,12960,4200,0,83,55,127,21300,120,67,55,94,0,300
26.09.21,6,8,1,10372,7742,12540,4261,0,88,66,116,22560,120,70,55,122,0,660
27.09.21,0,8,1,7178,5047,11281,1980,0,84,63,172,26040,120,67,55,114,2,720
28.09.21,1,8,1,11027,8482,12601,4981,660,88,53,131,27540,120,62,52,73,0,240
29.09.21,2,8,1,10526,7880,10080,4740,0,82,64,171,28620,120,60,53,71,0,120
30.09.21,3,8,1,7519,5955,8100,4080,0,83,42,124,26400,120,63,54,76,0,120
01.10.21,4,9,1,8020,6335,8101,4379,0,84,60,175,37320,120,71,58,92,0,120
02.10.21,5,9,1,707,504,4920,0,0,83,59,140,34560,120,71,60,109,2,2040
03.10.21,6,9,1,3188,2483,6661,1260,0,83,63,126,31380,120,71,57,95,2,1560
04.10.21,0,9,1,8785,6818,8462,4080,0,86,52,152,24240,120,70,60,111,0,180
05.10.21,1,9,1,7651,5568,11461,2640,0,81,46,147,26820,120,68,59,75,0,300
06.10.21,2,9,1,5625,4310,7860,2280,0,77,57,162,21900,120,67,58,85,1,420
07.10.21,3,9,1,3696,2709,9000,1200,0,75,55,125,23220,120,64,56,84,1,300
08.10.21,4,9,1,1570,1113,11520,0,0,78,60,117,33360,120,65,58,89,3,1920
09.10.21,5,9,1,5985,4641,10080,2520,0,83,59,112,32220,120,60,52,76,3,1080
10.10.21,6,9,1,1478,1067,7620,0,1740,84,58,112,31980,720,62,52,85,3,4020
11.10.21,0,9,1,8891,7264,11520,4080,1200,90,56,190,19080,120,61,55,71,1,720
12.10.21,1,9,1,7794,5817,16861,2640,0,108,68,125,21000,120,70,59,85,0,300
13.10.21,2,9,1,4014,3037,6361,1500,0,80,63,96,33420,120,66,55,95,1,1260
14.10.21,3,9,1,5329,4057,9902,1860,0,82,50,176,20760,120,69,60,98,1,1860
15.10.21,4,9,1,511,351,3360,0,0,83,49,103,15660,120,73,65,81,2,1200
16.10.21,5,9,1,722,519,5821,0,0,81,38,124,37500,120,65,54,90,1,900
17.10.21,6,9,1,942,662,5280,0,0,77,57,113,32400,120,61,56,91,0,180
18.10.21,0,9,1,3874,3083,7860,1500,0,83,60,165,24600,120,61,52,70,1,300
19.10.21,1,9,1,4253,3117,9120,720,1980,85,55,180,25860,120,58,52,67,1,420
20.10.21,2,9,1,3441,2778,6960,1440,0,76,42,119,27480,120,61,55,70,0,120
21.10.21,3,9,1,15204,11524,6840,8820,0,83,49,166,30240,120,58,53,78,1,720
22.10.21,4,9,1,16006,12289,13861,8760,1200,97,57,176,21000,120,63,56,76,1,720
23.10.21,5,9,1,14933,11317,8280,8520,540,91,64,169,14520,120,61,55,70,3,600
24.10.21,6,9,1,7804,5846,6539,3901,0,81,59,117,39240,120,66,55,98,1,1860
25.10.21,0,9,1,690,497,4261,0,0,82,43,157,32940,120,61,54,80,4,5160
26.10.21,1,9,1,7100,5375,12902,2159,660,86,45,154,22380,120,60,54,76,0,120
27.10.21,2,9,1,9127,7295,8400,4380,2280,84,59,174,28320,120,65,57,80,0,120
28.10.21,3,9,1,4018,3360,5463,2160,0,73,45,117,27960,120,60,54,68,1,1440
29.10.21,4,9,1,15074,12242,8101,8700,0,88,57,134,31320,120,65,54,107,0,180
30.10.21,5,9,1,6486,4803,8459,2281,0,64,53,84,29580,120,67,53,95,1,480
31.10.21,6,9,1,7876,9104,9960,3720,0,94,61,171,38520,120,71,59,155,3,1380
01.11.21,0,10,1,5116,3973,7381,2040,0,85,45,152,30720,840,66,57,76,1,1020
02.11.21,1,10,1,5152,3994,10140,1560,0,85,51,122,27120,120,66,56,78,1,660
03.11.21,2,10,1,8523,6431,10979,4081,0,,,,24240,120,68,59,85,0,120
04.11.21,3,10,1,13242,10012,11881,6960,0,80,46,123,21600,360,69,57,82,1,540
05.11.21,4,10,1,16314,12205,15060,6959,0,85,41,147,25680,120,60,52,73,1,360
06.11.21,5,10,1,15775,12620,12720,7380,3540,92,66,145,35640,120,65,51,81,1,780
07.11.21,6,10,1,10539,8049,8102,5100,1440,81,60,150,25680,120,63,51,107,1,3660
08.11.21,0,10,1,15603,12321,10980,7620,1680,93,68,164,21180,120,64,53,81,0,120
09.11.21,1,10,1,6685,5117,8280,2640,0,77,61,125,43080,120,63,48,102,3,3300
10.11.21,2,10,1,813,598,6120,0,0,76,45,150,31800,120,62,53,78,1,480
11.11.21,3,10,1,8515,6134,16440,2580,600,89,63,127,20760,180,61,48,72,0,180
12.11.21,4,10,1,7697,6016,8220,3840,0,80,52,107,26460,120,62,52,106,1,3420
13.11.21,5,10,1,10223,7868,11220,4080,0,,,,25440,120,64,54,84,0,240
14.11.21,6,10,1,5777,4416,6001,2820,0,79,67,86,31440,180,68,58,87,0,240
15.11.21,0,10,1,6568,4914,9000,2580,0,80,66,111,21000,120,69,60,77,0,120
16.11.21,1,10,1,4068,3143,7201,1620,0,75,57,135,23400,120,60,52,119,1,1080
17.11.21,2,10,1,9861,8011,10201,4380,780,84,52,182,26820,120,62,54,75,0,180
18.11.21,3,10,1,7843,5782,12840,2820,0,,,,25260,180,63,56,77,1,420
19.11.21,4,10,1,8935,7016,11132,3900,660,81,44,140,33360,120,67,58,96,5,1620
20.11.21,5,10,1,5833,4258,10979,1560,0,82,63,122,42480,120,64,51,80,0,360
21.11.21,6,10,1,761,534,5221,0,0,78,62,115,34620,120,63,56,102,1,300
22.11.21,0,10,1,10532,8434,8942,5519,0,79,60,159,17700,120,67,58,83,2,2100
23.11.21,1,10,1,9012,7090,7260,4500,0,79,51,137,34620,120,65,57,79,1,660
24.11.21,2,10,1,6410,4912,9961,2160,0,84,63,156,29220,120,72,59,94,1,300
25.11.21,3,10,1,5368,4025,8820,1560,0,83,64,137,28920,120,65,58,89,2,900
26.11.21,4,10,1,13842,10755,11460,7019,0,85,51,124,15480,120,69,60,83,2,840
27.11.21,5,10,1,5339,3982,8220,2040,0,92,59,202,40800,120,71,59,86,2,1080
28.11.21,6,10,1,1261,889,6721,0,0,81,53,123,37020,120,73,61,120,2,2400
29.11.21,0,10,1,6752,5113,9660,2700,0,86,54,138,26340,120,71,62,81,0,120
30.11.21,1,10,1,7457,6277,5761,4440,0,83,58,122,28260,120,66,56,77,1,480
01.12.21,2,11,1,6084,4442,12420,1380,1440,,,,25020,120,73,66,83,0,120
02.12.21,3,11,1,3526,2686,6481,1260,0,81,45,149,28560,120,70,61,83,1,480
03.12.21,4,11,1,5621,4593,7260,2640,0,78,63,108,33300,180,65,58,79,0,180
04.12.21,5,11,1,6930,5192,12721,2040,0,90,54,154,23040,120,66,59,104,0,240
05.12.21,6,11,1,5322,4219,9121,2160,0,82,45,130,21420,120,70,64,81,2,1260
06.12.21,0,11,1,4514,3470,7200,1620,0,81,57,163,30240,120,65,55,134,0,120
07.12.21,1,11,1,11271,8788,9120,4980,0,84,60,135,29220,120,62,54,88,1,1320
08.12.21,2,11,1,6450,5166,8642,2760,0,78,50,115,25440,120,60,51,81,0,120
09.12.21,3,11,1,5368,4575,7381,2821,0,80,43,167,38940,120,57,51,65,0,180
10.12.21,4,11,1,12604,10176,9420,5880,0,89,57,188,24120,120,57,46,69,0,180
11.12.21,5,11,1,9069,7243,8581,4560,0,78,54,148,21960,180,65,58,76,1,360
12.12.21,6,11,1,11618,9203,7919,6181,0,86,61,168,29580,120,61,49,76,2,1020
13.12.21,0,11,1,5692,4343,9959,1560,540,77,62,176,28200,120,65,55,77,1,1200
14.12.21,1,11,1,3330,2528,6780,1140,0,78,53,145,28500,120,61,54,71,1,840
15.12.21,2,11,1,6656,5377,6900,2700,1020,75,45,115,28260,240,60,52,73,0,240
16.12.21,3,11,1,3746,2712,6840,1020,0,76,47,164,21960,120,58,55,70,0,120
17.12.21,4,11,1,571,399,4140,0,0,70,51,110,12180,120,61,51,107,0,300
18.12.21,5,11,1,,,,,,,,,,,,,,,
19.12.21,6,11,1,3363,2403,9180,480,0,84,63,119,,,,,,,
20.12.21,0,11,1,13422,10328,17762,4440,0,91,47,147,24420,240,70,59,92,2,960
21.12.21,1,11,2,8481,6850,5760,4740,0,78,58,174,30720,1440,62,55,104,0,1440
22.12.21,2,11,2,9438,7568,4800,5340,0,79,45,123,35280,120,68,57,100,1,1740
23.12.21,3,11,2,6790,5534,8640,3480,0,89,58,173,28380,120,61,55,87,1,360
24.12.21,4,11,2,12322,9834,7920,6960,0,81,53,137,29700,120,61,54,84,0,180
25.12.21,5,11,2,573,394,3660,0,0,88,52,128,43920,120,62,55,95,1,900
26.12.21,6,11,2,542,382,2820,0,0,81,58,116,40020,120,64,56,76,0,240
27.12.21,0,11,2,934,660,8100,0,0,78,65,119,37020,120,62,57,78,3,1980
28.12.21,1,11,2,752,537,7680,0,0,79,52,116,42060,120,62,54,83,1,840
29.12.21,2,11,2,12367,9577,8220,6300,0,87,55,177,33720,120,60,54,70,0,120
30.12.21,3,11,2,4220,3181,13320,1380,0,86,52,200,29460,120,64,52,111,3,4200
31.12.21,4,11,2,3331,2527,9780,600,3720,86,43,186,37800,120,62,51,79,1,660
01.01.22,5,0,2,6135,4462,6540,3060,0,68,52,196,32640,120,57,51,67,1,300
02.01.22,6,0,2,828,586,4680,0,0,75,61,90,34680,600,57,52,67,3,2160
03.01.22,0,0,2,2860,2329,5040,1320,0,76,61,120,31260,180,60,52,85,3,2340
04.01.22,1,0,2,5470,3947,7680,2520,0,81,41,122,22980,660,64,56,85,1,1680
05.01.22,2,0,2,6787,5128,8460,2640,2160,91,62,178,39660,120,60,52,82,2,1320
06.01.22,3,0,2,3747,2616,11580,240,0,75,58,146,29760,120,62,56,71,5,1800
07.01.22,4,0,2,3962,2838,10020,960,0,73,55,102,31140,120,59,53,67,1,600
08.01.22,5,0,2,5563,4193,6360,2460,0,75,53,160,20940,120,60,42,98,1,2700
09.01.22,6,0,2,5430,4060,6480,2820,0,76,57,130,28980,120,62,55,82,1,1020
10.01.22,0,0,2,3857,2821,6240,1620,0,75,52,146,21360,120,59,54,70,0,120
11.01.22,1,0,2,3812,2956,9480,900,0,73,55,173,20760,180,60,51,70,0,480
12.01.22,2,0,2,931,672,4800,0,0,73,57,108,42540,120,59,54,86,3,1080
13.01.22,3,0,2,955,665,4980,0,0,74,54,174,21420,120,58,53,74,0,180
14.01.22,4,0,2,5049,4215,7080,2880,0,80,63,128,23640,240,63,54,73,1,720
15.01.22,5,0,2,585,423,3840,0,0,80,57,114,51240,120,67,56,96,0,420
16.01.22,6,0,2,801,564,5100,0,0,74,47,114,28020,420,67,57,86,1,600
17.01.22,0,0,2,4457,3551,8280,1980,600,84,56,162,22020,120,63,54,83,0,2280
18.01.22,1,0,2,859,644,4680,0,0,77,57,164,27000,120,69,58,91,2,900
19.01.22,2,0,2,5172,3859,9059,1920,0,77,52,186,,,,,,,
20.01.22,3,0,2,5903,4352,7981,2220,0,84,52,139,28680,120,64,56,80,2,1560
21.01.22,4,0,2,763,550,4560,0,0,78,49,100,40980,120,66,59,96,1,600
22.01.22,5,0,2,8949,7006,9780,4200,0,94,49,169,37200,120,67,59,86,1,480
23.01.22,6,0,2,1106,815,6720,0,0,81,49,130,42360,540,64,57,97,2,1200
24.01.22,0,0,2,5363,3936,10980,1320,600,85,57,162,29040,120,67,55,82,0,240
25.01.22,1,0,2,12720,10316,8401,7560,0,82,44,146,29700,840,64,54,79,1,1500
26.01.22,2,0,2,6393,4816,11700,2400,0,82,45,149,34080,120,64,56,74,1,1020
27.01.22,3,0,2,3188,2310,8640,780,0,78,61,162,30540,120,67,56,89,1,1260
28.01.22,4,0,2,5998,4334,14519,1381,1380,86,47,172,21780,120,60,55,70,1,540
29.01.22,5,0,2,3968,2813,10500,660,0,75,48,140,25920,120,61,55,86,1,660
30.01.22,6,0,2,3958,3015,4860,2280,0,74,54,117,27000,120,62,55,74,2,1140
31.01.22,0,0,2,4321,3213,10441,1320,0,76,44,139,18780,120,63,51,94,1,420
01.02.22,1,1,2,2165,1644,6900,420,540,78,49,129,34380,120,62,52,71,3,720
02.02.22,2,1,2,1470,1053,9180,0,0,78,60,167,20580,1140,63,55,81,1,1380
03.02.22,3,1,2,11559,8974,7921,6060,0,88,58,162,,,,,,,
04.02.22,4,1,2,5841,4554,7500,3120,0,83,49,148,30060,120,68,59,78,1,1140
05.02.22,5,1,2,7693,5782,8041,3360,0,85,67,145,23940,240,66,57,75,0,240
06.02.22,6,1,2,4845,3652,5880,2040,0,80,45,142,42540,120,70,57,98,4,2700
07.02.22,0,1,2,6225,4721,6961,2520,0,88,68,157,14880,180,71,62,77,0,180
08.02.22,1,1,2,4963,3743,4980,2340,0,88,46,149,22080,120,71,60,82,1,1260
09.02.22,2,1,2,7711,5959,6540,4200,0,90,50,168,27780,120,79,66,91,1,1080
10.02.22,3,1,2,16213,12039,10260,7740,0,94,53,159,15060,120,76,68,109,0,120
11.02.22,4,1,2,8400,6193,11220,2580,0,91,48,149,35100,120,74,61,123,3,5220
12.02.22,5,1,2,10711,8545,8400,6660,0,88,61,155,33600,120,76,62,96,7,3060
13.02.22,6,1,2,16036,12933,6480,10980,0,90,38,179,36360,120,67,57,82,2,540
14.02.22,0,1,2,9120,6798,12299,2820,0,88,48,186,23580,120,71,59,90,3,1680
15.02.22,1,1,2,10548,8342,9900,5100,0,85,61,125,28800,120,72,63,90,2,1260
16.02.22,2,1,2,11992,9516,9000,7320,0,89,61,142,21720,120,70,63,94,2,1920
17.02.22,3,1,2,3317,2313,11880,420,0,89,64,168,26520,120,72,61,85,2,1260
18.02.22,4,1,2,8750,6598,12720,3420,0,84,48,160,23820,120,74,62,96,0,240
19.02.22,5,1,2,4865,3424,13681,300,0,90,41,172,23880,120,75,58,121,3,2040
20.02.22,6,1,2,13505,10418,12660,5160,0,99,64,172,38160,180,74,60,119,4,2880
21.02.22,0,1,2,9866,7934,7381,5521,0,89,56,162,22620,120,77,61,100,1,2100
22.02.22,1,1,2,1361,950,5700,120,0,76,60,131,36240,240,69,62,95,1,420
23.02.22,2,1,2,11804,9403,7860,6060,0,89,45,149,33420,120,61,48,100,1,660
24.02.22,3,1,2,10655,9051,7619,6300,0,88,56,161,29940,120,60,53,82,0,120
25.02.22,4,1,2,4823,3549,11400,1320,0,86,53,144,33120,120,60,50,69,1,1560
26.02.22,5,1,2,5864,4135,20760,420,0,91,57,159,18600,120,63,52,84,0,120
27.02.22,6,1,2,11488,8913,10019,7140,0,82,54,175,32160,120,69,55,82,1,780
28.02.22,0,1,2,7919,6033,9060,3300,0,81,57,175,28500,1020,68,57,81,0,1080
01.03.22,1,2,2,7328,5712,9181,2880,0,80,50,165,36180,180,58,48,67,0,600
02.03.22,2,2,2,3658,2955,4500,1620,0,76,47,135,28500,900,58,51,82,1,900
03.03.22,3,2,2,6964,5804,4140,4320,0,85,57,167,31380,120,61,52,85,0,2400
04.03.22,4,2,2,7612,5979,7741,4380,0,86,55,195,30000,120,61,52,93,1,660
05.03.22,5,2,2,7107,5518,5580,4260,0,75,56,183,40560,300,62,51,87,4,4680
06.03.22,6,2,2,8809,6653,5580,5040,0,80,57,123,36420,120,63,54,81,3,840
07.03.22,0,2,2,4285,3466,8160,1620,720,78,42,131,25320,120,60,55,74,5,2280
08.03.22,1,2,2,4814,3611,8820,1620,0,83,48,171,32400,120,62,54,81,4,960
09.03.22,2,2,2,3662,2792,6720,1560,0,79,54,177,23880,120,67,55,82,3,1560
10.03.22,3,2,2,7555,5578,9360,3300,0,79,57,137,29100,120,62,52,78,1,300
11.03.22,4,2,2,10544,8175,10260,4980,0,86,45,179,33180,120,68,57,89,6,3660
12.03.22,5,2,2,570,399,3180,0,0,72,47,100,41040,120,64,57,91,1,420
13.03.22,6,2,2,707,494,3540,0,0,76,54,114,35880,120,63,53,115,3,1920
14.03.22,0,2,2,5319,3978,7440,1800,0,83,46,146,28260,120,70,55,103,2,1080
15.03.22,1,2,2,3489,2606,6720,1200,0,80,60,142,31140,180,72,58,100,5,2640
16.03.22,2,2,2,3682,2947,6360,1620,0,81,47,173,34140,180,69,57,104,2,960
17.03.22,3,2,2,7954,6542,13320,4140,0,94,58,151,16320,120,69,60,78,2,480
18.03.22,4,2,2,9915,7800,9419,4801,0,78,53,170,13980,120,64,54,87,1,1080
19.03.22,5,2,2,8938,6668,7920,4260,0,84,61,130,38400,120,64,55,85,4,2040
20.03.22,6,2,3,8417,6597,6840,4620,0,64,56,86,29220,120,62,56,90,0,180
21.03.22,0,2,3,7648,6117,7921,3900,0,77,57,157,25080,120,66,54,81,6,2760
22.03.22,1,2,3,3930,3018,5880,1500,0,74,54,144,28800,120,58,50,70,2,780
23.03.22,2,2,3,7023,4961,10139,2100,0,78,47,112,27120,120,55,50,64,0,180
24.03.22,3,2,3,6477,4885,9180,2460,2520,61,53,97,26880,120,58,53,69,1,540
25.03.22,4,2,3,10321,7628,14161,4260,4020,89,60,144,28860,480,61,55,78,0,1080
26.03.22,5,2,3,8052,5811,12660,2640,1800,88,55,144,36000,120,63,54,78,5,1980
27.03.22,6,2,3,1217,846,6540,0,0,76,54,108,32940,120,62,53,78,1,720
28.03.22,0,2,3,13102,10064,7680,6780,0,61,55,81,26580,120,58,55,69,0,240
29.03.22,1,2,3,8273,6464,11760,3480,0,83,60,179,20760,120,60,53,68,1,300
30.03.22,2,2,3,7829,6467,7140,4320,0,61,54,91,31800,120,63,54,77,1,360
31.03.22,3,2,3,11259,9155,7620,5880,0,92,67,173,31200,120,66,57,87,1,720
01.04.22,4,3,3,4250,3014,9480,360,1260,,,,25440,120,70,58,115,1,480
02.04.22,5,3,3,2642,1900,6840,540,0,83,55,107,40260,120,62,53,85,7,6420
03.04.22,6,3,3,911,641,5280,0,0,78,55,120,35940,120,61,54,82,1,300
04.04.22,0,3,3,5569,4495,9361,2760,0,82,53,179,13800,120,63,60,71,0,120
05.04.22,1,3,3,5799,4508,7740,2520,600,87,57,163,31980,120,67,56,98,3,3720
06.04.22,2,3,3,10216,8008,10440,5460,600,84,53,173,15600,120,74,64,80,0,120
07.04.22,3,3,3,8996,7207,4560,5340,0,85,48,168,35940,120,67,56,83,3,2880
08.04.22,4,3,3,3535,2483,15540,180,780,81,54,152,19920,120,61,52,72,0,120
09.04.22,5,3,3,14405,11623,3600,10080,0,99,62,137,44820,120,65,56,91,9,4020
10.04.22,6,3,3,4657,3474,7860,1920,0,95,57,130,36960,120,75,64,136,1,1260
11.04.22,0,3,3,9577,7555,6660,5340,0,90,46,202,23760,120,62,55,104,1,900
12.04.22,1,3,3,1017,716,6120,0,0,87,36,181,27480,240,84,69,115,4,2400
13.04.22,2,3,3,1484,1038,8100,0,0,83,50,111,28020,120,73,66,92,2,1260
14.04.22,3,3,3,7531,6038,8340,3540,0,91,52,144,31860,120,67,56,83,2,840
15.04.22,4,3,3,18367,13463,21720,7380,0,90,59,162,,,,,,,
16.04.22,5,3,3,8991,6206,17521,720,0,81,64,157,28260,1260,75,64,86,1,1620
17.04.22,6,3,3,15381,11886,10860,8340,0,89,60,181,35340,120,68,52,87,1,900
18.04.22,0,3,3,10516,8031,12720,4440,0,90,66,139,32160,180,67,58,79,0,240
19.04.22,1,3,3,13509,10412,11520,6900,0,84,48,166,30000,180,67,59,86,0,240
20.04.22,2,3,3,12859,9893,9060,6600,0,81,56,144,23700,120,61,52,71,0,120
21.04.22,3,3,3,822,579,3840,0,0,71,51,135,46680,120,62,55,72,1,1260
